	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	7-11	Noun	tr		jpn	セブン	tr=Sebun
eng	7-11	Noun	tr		yue	七仔
eng	7-11	Proper noun	tr		tha	เซเว่นอีเลฟเว่น
eng	7th	Adjective	tr		cat	7è
eng	7th	Adjective	tr		ces	7.
eng	7th	Adjective	tr		cym	7fed
eng	7th	Adjective	tr		dan	7.
eng	7th	Adjective	tr		deu	7.
eng	7th	Adjective	tr		fao	7.
eng	7th	Adjective	tr		fin	7.
eng	7th	Adjective	tr		fra	7ème
eng	7th	Adjective	tr		fry	7e
eng	7th	Adjective	tr		gle	7ú
eng	7th	Adjective	tr		glv	7oo
eng	7th	Adjective	tr		ina	7e
eng	7th	Adjective	tr		ind	ke-7
eng	7th	Adjective	tr		ita	7º
eng	7th	Adjective	tr		kor	7번째	tr=ilgop beonjjae
eng	7th	Adjective	tr		nld	7de
eng	7th	Adjective	tr		nld	7e
eng	7th	Adjective	tr		nor	7.
eng	7th	Adjective	tr		pol	7.
eng	7th	Adjective	tr		por	7º
eng	7th	Adjective	tr		rus	7-ой
eng	7th	Adjective	tr		spa	7º
eng	7th	Adjective	tr		swe	7:e
eng	7th	Adjective	tr		tur	7.
eng	7th	Adjective	tr		tur	7'nci
eng	7 Up	Noun	tr	soft drink	ara	سڤن أپ
eng	7 Up	Noun	tr	soft drink	cmn	七喜	tr=Qīxǐ
eng	7 Up	Noun	tr	soft drink	yue	七喜	tr=cat1 hei2
