	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Otago	Proper noun	tr	Region in NZ	mri	Ōtākou
eng	Ottawa	Noun	tr	a member of the Ottawa people	otw	Nishnaabe
eng	Ottawa	Noun	tr	a member of the Ottawa people	otw	Nishnaabeg	p
eng	Ottawa	Noun	tr	a member of the Ottawa people	pot	Neshnabé
eng	Ottawa	Noun	tr	a member of the Ottawa people	pot	Neshnabék	p
eng	Ottawa	Noun	tr	a member of the Ottawa people	pot	Odawa
eng	Ottawa	Noun	tr	a member of the Ottawa people	pot	Odawak	p
eng	Ottawa	Noun	tr	a member of the Ottawa people	unm	Tawe
eng	Ottawa	Proper noun	tr	capital of Canada	amh	ኦታዋ
eng	Ottawa	Proper noun	tr	capital of Canada	ara	أُوتَاوَا	f	tr=ʾōtāwā
eng	Ottawa	Proper noun	tr	capital of Canada	asm	অট্টৱা
eng	Ottawa	Proper noun	tr	capital of Canada	aze	Ottava
eng	Ottawa	Proper noun	tr	capital of Canada	bel	Ата́ва	f
eng	Ottawa	Proper noun	tr	capital of Canada	ben	অটোয়া
eng	Ottawa	Proper noun	tr	capital of Canada	bod	ཨོ་ཏ་ཝ
eng	Ottawa	Proper noun	tr	capital of Canada	bul	Ота́ва	f
eng	Ottawa	Proper noun	tr	capital of Canada	cat	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	ces	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	cmn	渥太华	tr=Wòtàihuá
eng	Ottawa	Proper noun	tr	capital of Canada	cmn	渥太華
eng	Ottawa	Proper noun	tr	capital of Canada	dan	Ottawa	n
eng	Ottawa	Proper noun	tr	capital of Canada	deu	Ottawa	n
eng	Ottawa	Proper noun	tr	capital of Canada	ell	Οττάβα	f
eng	Ottawa	Proper noun	tr	capital of Canada	epo	Otavo
eng	Ottawa	Proper noun	tr	capital of Canada	est	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	fas	اتاوا	tr=otâvâ
eng	Ottawa	Proper noun	tr	capital of Canada	fin	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	fra	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	gle	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	glg	Otava	f
eng	Ottawa	Proper noun	tr	capital of Canada	guj	ઓટાવા
eng	Ottawa	Proper noun	tr	capital of Canada	hbs	Otava	f
eng	Ottawa	Proper noun	tr	capital of Canada	hbs	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	hbs	Отава	f
eng	Ottawa	Proper noun	tr	capital of Canada	heb	אוטווה	f	alt=אוטווה \ אוֹטָוָה	tr=otawa
eng	Ottawa	Proper noun	tr	capital of Canada	hin	ओटावा	m
eng	Ottawa	Proper noun	tr	capital of Canada	hun	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	hye	Օտտավա
eng	Ottawa	Proper noun	tr	capital of Canada	iku	ᐊᑦᑖᕙ
eng	Ottawa	Proper noun	tr	capital of Canada	ind	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	isl	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	ita	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	jpn	オタワ	tr=Otawa
eng	Ottawa	Proper noun	tr	capital of Canada	kan	ಆಟ್ಟಾವಾ
eng	Ottawa	Proper noun	tr	capital of Canada	kat	ოტავა
eng	Ottawa	Proper noun	tr	capital of Canada	kaz	Оттава
eng	Ottawa	Proper noun	tr	capital of Canada	khm	អូតាវ៉ា
eng	Ottawa	Proper noun	tr	capital of Canada	kir	Оттава
eng	Ottawa	Proper noun	tr	capital of Canada	kmr	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	kor	^오타와
eng	Ottawa	Proper noun	tr	capital of Canada	lao	ໂອຕະວາ
eng	Ottawa	Proper noun	tr	capital of Canada	lat	Ottavia
eng	Ottawa	Proper noun	tr	capital of Canada	lav	Otava	f
eng	Ottawa	Proper noun	tr	capital of Canada	lit	Otava	f
eng	Ottawa	Proper noun	tr	capital of Canada	mal	ഓട്ടവ
eng	Ottawa	Proper noun	tr	capital of Canada	mkd	Ота́ва	f
eng	Ottawa	Proper noun	tr	capital of Canada	mlt	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	mon	Оттава
eng	Ottawa	Proper noun	tr	capital of Canada	msa	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	mya	အော့တဝမြို့
eng	Ottawa	Proper noun	tr	capital of Canada	nld	Ottawa	n
eng	Ottawa	Proper noun	tr	capital of Canada	nno	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	nob	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	ori	ଓଟାୱା
eng	Ottawa	Proper noun	tr	capital of Canada	otw	Daawaa
eng	Ottawa	Proper noun	tr	capital of Canada	pol	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	por	Otava	f
eng	Ottawa	Proper noun	tr	capital of Canada	por	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	pot	Odawa
eng	Ottawa	Proper noun	tr	capital of Canada	pus	اټاوا	f	tr=aṫāwā
eng	Ottawa	Proper noun	tr	capital of Canada	pus	اوټاوا	f	tr=oṭāwā
eng	Ottawa	Proper noun	tr	capital of Canada	ron	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	rus	Отта́ва	f
eng	Ottawa	Proper noun	tr	capital of Canada	sin	ඕටවා
eng	Ottawa	Proper noun	tr	capital of Canada	slk	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	slv	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	spa	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	sqi	Ottawa	f
eng	Ottawa	Proper noun	tr	capital of Canada	swe	Ottawa	n
eng	Ottawa	Proper noun	tr	capital of Canada	tam	ஒட்டாவா
eng	Ottawa	Proper noun	tr	capital of Canada	tat	Оттава
eng	Ottawa	Proper noun	tr	capital of Canada	tel	అటావా
eng	Ottawa	Proper noun	tr	capital of Canada	tgk	Оттава
eng	Ottawa	Proper noun	tr	capital of Canada	tgl	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	tha	ออตตาวา
eng	Ottawa	Proper noun	tr	capital of Canada	tuk	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	tur	Ottawa
eng	Ottawa	Proper noun	tr	capital of Canada	uig	ئوتتاۋا
eng	Ottawa	Proper noun	tr	capital of Canada	ukr	Отта́ва	f
eng	Ottawa	Proper noun	tr	capital of Canada	urd	اوٹاوا	m	tr=oṭāvā
eng	Ottawa	Proper noun	tr	capital of Canada	uzb	Ottava
eng	Ottawa	Proper noun	tr	capital of Canada	vie	Ốc Đa Hoa
eng	Ottawa	Proper noun	tr	capital of Canada	vie	Ốt-ta-oa
eng	Ottawa	Proper noun	tr	capital of Canada	yid	אָטאַװאַ	n
eng	Ottawa	Proper noun	tr	capital of Canada	yue	渥太华	tr=ak1 taai3 waa4
eng	Ottawa	Proper noun	tr	capital of Canada	yue	渥太華
eng	Ottawa	Proper noun	tr	Native American people	cat	ottawes
eng	Ottawa	Proper noun	tr	Native American people	deu	Odawa
eng	Ottawa	Proper noun	tr	Native American people	fra	Outaouais
eng	Ottawa	Proper noun	tr	Native American people	oji	Anishinaabeg	p
eng	Ottawa	Proper noun	tr	Native American people	oji	Odaawaag	p
eng	Ottawa	Proper noun	tr	Native American people	otw	Daawaag	p
eng	Ottawa	Proper noun	tr	Native American people	otw	Nishnaabeg	p
eng	Ottawa	Proper noun	tr	Native American people	pot	Neshnabék	p
eng	Ottawa	Proper noun	tr	Native American people	pot	Odawak	p
eng	Otterhound	Noun	tr	dog of a particular breed of scent hound	deu	Otterhund
eng	Otterhound	Noun	tr	dog of a particular breed of scent hound	fin	saukkokoira
eng	Otterhound	Noun	tr	dog of a particular breed of scent hound	fra	chien a loutre
eng	Otterhound	Noun	tr	dog of a particular breed of scent hound	spa	perro de nutria
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	ara	عُثْمَانِيّ	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	ben	ওসমানী
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	cat	otomà
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	ces	osmanský
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	cmn	奥斯曼	tr=Àosīmàn	sc=Hani
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	cmn	奧斯曼	sc=Hani
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	cmn	鄂图曼	tr=Ètúmàn	sc=Hani
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	cmn	鄂圖曼	sc=Hani
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	dan	osmannisk
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	deu	osmanisch
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	deu	ottomanisch
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	ell	οθωμανικός
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	fin	osmani	alt=osmanien
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	fin	ottomaani	alt=ottomaanien
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	fin	ottomaaninen
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	fra	ottoman	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	fur	otoman
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	gle	Otamánach
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hbs	osmanlijski	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hbs	osmanski	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hbs	otomanski	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hbs	османлијски	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hbs	османски	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hbs	отомански	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hun	oszmán
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hye	օսմանական
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	hye	օսմանյան
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	ind	Usmaniyah
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	ita	osmanico
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	ita	osmanli
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	jav	Usmaniyah
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	lat	osmanicus
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	msa	Uthmaniyah
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	nld	Osmaans
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	nno	osmansk
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	nob	osmansk
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	pms	otman
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	pol	osmański	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	pol	otomański
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	por	otomano
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	rus	осма́нский	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	rus	оттома́нский	m
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	slv	otománski
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	spa	otomano
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	swe	osmansk
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	swe	ottomansk
eng	Ottoman	Adjective	tr	of the Islamic empire of Turkey	tur	Osmanlı
eng	Ottoman Empire	Proper noun	tr	Turkish empire	afr	Ottomaanse Ryk
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ara	اَلدَّوْلَةُ الْعُثْمَانِيَّة	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	aze	Osmanlı Dövləti
eng	Ottoman Empire	Proper noun	tr	Turkish empire	aze	Osmanlı İmperiyası
eng	Ottoman Empire	Proper noun	tr	Turkish empire	bel	Асма́нская імпе́рыя	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	bre	Impalaeriezh otoman
eng	Ottoman Empire	Proper noun	tr	Turkish empire	bul	Осма́нска импе́рия	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	cat	Imperi otomà	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ces	Osmanská říše	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ces	Otomanská říše	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	cmn	奥斯曼帝国	tr=Àosīmàn Dìguó
eng	Ottoman Empire	Proper noun	tr	Turkish empire	cmn	奧斯曼帝國
eng	Ottoman Empire	Proper noun	tr	Turkish empire	crh	Osmanlı Devleti
eng	Ottoman Empire	Proper noun	tr	Turkish empire	dan	Osmannerriget	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	dan	Osmanniske Rige	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	deu	Osmanisches Reich	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	deu	Ottomanisches Reich	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ell	Οθωμανική Αυτοκρατορία	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	epo	Otomana Imperio
eng	Ottoman Empire	Proper noun	tr	Turkish empire	est	Osmanite impeerium
eng	Ottoman Empire	Proper noun	tr	Turkish empire	est	Osmanite riik
eng	Ottoman Empire	Proper noun	tr	Turkish empire	est	Ottomani impeerium
eng	Ottoman Empire	Proper noun	tr	Turkish empire	eus	Otomandar Inperioa
eng	Ottoman Empire	Proper noun	tr	Turkish empire	fas	امپراتوری عثمانی	tr=emperâturi 'osmâni	sc=fa-Arab
eng	Ottoman Empire	Proper noun	tr	Turkish empire	fin	Osmanien valtakunta
eng	Ottoman Empire	Proper noun	tr	Turkish empire	fin	Ottomaanien valtakunta
eng	Ottoman Empire	Proper noun	tr	Turkish empire	fra	Empire ottoman	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	gle	Impireacht Otamánach	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	glg	Imperio Otomán	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	hbs	Osmansko carstvo	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	hbs	Османско царство	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	hin	उस्मानी साम्राज्य	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	hin	ऑटोमन साम्राज्य	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	hun	Oszmán Birodalom
eng	Ottoman Empire	Proper noun	tr	Turkish empire	hye	Օսմանյան կայսրություն
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ido	Otoman imperio
eng	Ottoman Empire	Proper noun	tr	Turkish empire	isl	Ósmanska ríkið	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	isl	Ottómanveldið	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	isl	Tyrkjaveldi	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ita	Impero ottomano	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	jpn	オスマン帝国	tr=Osuman Teikoku
eng	Ottoman Empire	Proper noun	tr	Turkish empire	kat	ოსმალეთის იმპერია
eng	Ottoman Empire	Proper noun	tr	Turkish empire	kaz	Османлы Империясы
eng	Ottoman Empire	Proper noun	tr	Turkish empire	kor	^오스만 ^제국
eng	Ottoman Empire	Proper noun	tr	Turkish empire	lad	Imperio Otomano	m	alt=el Imperio Otomano
eng	Ottoman Empire	Proper noun	tr	Turkish empire	lav	Osmaņu impērija
eng	Ottoman Empire	Proper noun	tr	Turkish empire	lit	Osmanų imperija
eng	Ottoman Empire	Proper noun	tr	Turkish empire	mar	ऑटोमन साम्राज्य	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	mar	ओस्मानी साम्राज्य
eng	Ottoman Empire	Proper noun	tr	Turkish empire	mkd	Османлиско царство	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	mkd	Отома́нска империја	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	nld	Osmaanse Rijk
eng	Ottoman Empire	Proper noun	tr	Turkish empire	nld	Ottomaanse Rijk
eng	Ottoman Empire	Proper noun	tr	Turkish empire	nno	Det osmanske riket	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	nno	Det ottomanske riket	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	nob	Det osmanske rike	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	nob	Det ottomanske rike	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	nob	Osmanerriket	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ota	دولت علیه عثمانیه	tr=Devlet-i ʿAlīye-i ʿOsmānīye
eng	Ottoman Empire	Proper noun	tr	Turkish empire	pol	Imperium Osmańskie	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	por	Império Otomano	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ron	Imperiul Otoman	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	rus	Осма́нская импе́рия	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	rus	Оттома́нская импе́рия	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	sgs	Uosmanu imperėjė
eng	Ottoman Empire	Proper noun	tr	Turkish empire	slk	Osmanská ríša	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	slv	Osmansko cesarstvo	n
eng	Ottoman Empire	Proper noun	tr	Turkish empire	spa	Imperio otomano	m
eng	Ottoman Empire	Proper noun	tr	Turkish empire	sqi	Perandoria Osmane
eng	Ottoman Empire	Proper noun	tr	Turkish empire	swe	Osmanska riket
eng	Ottoman Empire	Proper noun	tr	Turkish empire	tat	Госман империясе	sc=Cyrl
eng	Ottoman Empire	Proper noun	tr	Turkish empire	tha	จักรวรรดิออตโตมัน	tr=jàk-grà-wàt-ɔɔt-dtoo-man
eng	Ottoman Empire	Proper noun	tr	Turkish empire	tur	Osmanlı Devleti
eng	Ottoman Empire	Proper noun	tr	Turkish empire	tur	Osmanlı İmparatorluğu
eng	Ottoman Empire	Proper noun	tr	Turkish empire	uig	ئوسمان ئىمپېرىيىسى	sc=ug-Arab
eng	Ottoman Empire	Proper noun	tr	Turkish empire	ukr	Осма́нська імпе́рія	f
eng	Ottoman Empire	Proper noun	tr	Turkish empire	uzb	Usmonli Davlati
eng	Ottoman Empire	Proper noun	tr	Turkish empire	uzb	Usmonli Imperiyasi
eng	Ottoman Empire	Proper noun	tr	Turkish empire	zza	İmparatorina Osmanıcan
eng	Ottomanism	Proper noun	tr	social system	tur	Osmanlıcılık
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	ara	عُثْمَانِيّ	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	ben	ওসমানী
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	cat	otomà	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	cat	otomana	f
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	cmn	奥斯曼人	tr=Àosīmànrén	sc=Hani
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	cmn	奧斯曼人	sc=Hani
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	cmn	鄂图曼人	tr=Ètúmànrén	sc=Hani
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	cmn	鄂圖曼人	sc=Hani
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	dan	osman	c
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	dan	osmanner	c
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	deu	Osmane	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	deu	Osmanin	f
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	ell	Οθωμανός	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	fin	osmani
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	fin	ottomaani
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	fra	ottoman	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	gle	Otamánach	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	glg	otomana	f
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	glg	otomano	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	hbs	Osmanlija	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	hbs	Turčin	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	hbs	Османлија	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	hbs	Турчин	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	hun	oszmán
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	hye	օսման
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	hye	օսմանցի
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	ita	osmanli	m	f
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	nld	Osmaan	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	nno	osman	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	nob	osman	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	por	otomano	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	rus	оттоман
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	spa	otomano	m
eng	Ottoman	Noun	tr	Turk from the period of Ottoman Empire	tur	Osmanlı
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	ara	اَلتُّرْكِيَّة الْعُثْمَانِيَّة	tr=at-turkiyya l-ʿuṯmāniyya
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	ara	اَلْعُثْمَانِيَّة
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	aze	osmanlı dili
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	aze	osmanlı türkcəsi
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	bul	османо-турски
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	bul	османски турски
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	cmn	奥斯曼土耳其语	tr=Àosīmàn Tǔ'ěrqíyǔ	sc=Hani
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	cmn	奧斯曼土耳其語	sc=Hani
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	deu	Osmanisch-Türkisch	n
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	deu	Reichstürkisch	n
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	deu	Rumtürkisch	n
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	ell	οθωμανικά τουρκικά	n-p
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	fas	ترکی عثمانی	sc=fa-Arab	tr=torki-ye 'osmâni
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	fin	osmaninturkki
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	fra	turc osmanli
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	hbs	osmanlijski turski	m
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	hbs	otomanski turski	m
eng	Ottoman Turkish	Proper noun	tr	the variety of the Turkish language that was used as the administrative and literary language of the Ottoman Empire	hbs	османлијски турски	m
