	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	deu	ungeniert
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	deu	unverhohlen
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	fin	häpeämätön
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	fra	éhonté
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	glv	gyn nearey
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	pdt	onveschämt
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	swe	ogenerad
eng	unabashed	Adjective	tr	not disconcerted or embarrassed	yue	怕醜	tr=m4 paa3 cau2 ge3	alt=唔怕醜嘅
eng	unabashed	Adjective	tr	that are not concealed	deu	schonungslos
eng	unabashed	Adjective	tr	that are not concealed	deu	unverblümt
eng	unabashed	Adjective	tr	that are not concealed	fin	peittelemätön
eng	unabashed	Adjective	tr	that are not concealed	fra	éhonté
eng	unabashed	Adjective	tr	that are not concealed	fra	évident
eng	unabashed	Adjective	tr	that are not concealed	fra	ouvert
eng	unabashed	Adjective	tr	that are not concealed	swe	ogenerad
eng	unabashedly	Adverb	tr	in an unabashed manner	deu	unerschrocken
eng	unabashedly	Adverb	tr	in an unabashed manner	deu	unverfroren
eng	unabashedly	Adverb	tr	in an unabashed manner	spa	desinhibidamente
eng	unabashedness	Noun	tr	state or condition of being unabashed	fin	ujostelemattomuus
eng	unabated	Adjective	tr	continuing at full strength	ell	ακαταλάγιαστος
eng	unabated	Adjective	tr	continuing at full strength	fin	heikentymätön
eng	unabated	Adjective	tr	continuing at full strength	fin	hellittämätön
eng	unabated	Adjective	tr	continuing at full strength	fin	laantumaton
eng	unabated	Adjective	tr	continuing at full strength	nld	onverminderd
eng	unabated	Adjective	tr	continuing at full strength	pol	niesłabnący	m
eng	unabating	Adjective	tr	not abating	grc	ἄτρυτος
eng	unabbreviable	Adjective	tr	that cannot be abbreviated	fin	lyhentämiskelvoton
eng	unabbreviated	Adjective	tr	not abbreviated	fin	lyhentämätön
eng	unable	Adjective	tr	not able	ara	عَاجِز
eng	unable	Adjective	tr	not able	cat	incapaç
eng	unable	Adjective	tr	not able	ces	neschopný
eng	unable	Adjective	tr	not able	deu	außerstanden
eng	unable	Adjective	tr	not able	deu	unfähig
eng	unable	Adjective	tr	not able	ell	ανίκανος
eng	unable	Adjective	tr	not able	epo	senpova
eng	unable	Adjective	tr	not able	fin	kykenemätön
eng	unable	Adjective	tr	not able	fin	kyvytön
eng	unable	Adjective	tr	not able	fra	incapable
eng	unable	Adjective	tr	not able	ido	nekapabla
eng	unable	Adjective	tr	not able	ita	incapace
eng	unable	Adjective	tr	not able	kat	უძლური
eng	unable	Adjective	tr	not able	kat	შეუძლებელი
eng	unable	Adjective	tr	not able	mri	tē taea
eng	unable	Adjective	tr	not able	nld	niet in staat
eng	unable	Adjective	tr	not able	nld	onbekwaam
eng	unable	Adjective	tr	not able	por	incapaz
eng	unable	Adjective	tr	not able	ron	incapabil
eng	unable	Adjective	tr	not able	ron	incompetent
eng	unable	Adjective	tr	not able	ron	neputincios
eng	unable	Adjective	tr	not able	rus	неспосо́бный
eng	unable	Adjective	tr	not able	spa	impotente
eng	unable	Adjective	tr	not able	spa	incapaz
eng	unable	Adjective	tr	not able	swe	oförmögen
eng	unabridged	Adjective	tr	not abridged	ces	nezkrácený
eng	unabridged	Adjective	tr	not abridged	dan	ubeskåret
eng	unabridged	Adjective	tr	not abridged	dan	uforkortet
eng	unabridged	Adjective	tr	not abridged	deu	ungekürzt
eng	unabridged	Adjective	tr	not abridged	deu	vollständig
eng	unabridged	Adjective	tr	not abridged	fao	fullur
eng	unabridged	Adjective	tr	not abridged	fao	óskerdur
eng	unabridged	Adjective	tr	not abridged	fin	kokonainen
eng	unabridged	Adjective	tr	not abridged	fin	lyhentämätön
eng	unabridged	Adjective	tr	not abridged	fin	täysi
eng	unabridged	Adjective	tr	not abridged	glv	neuyiarrit
eng	unabridged	Adjective	tr	not abridged	isl	óskertur
eng	unabridged	Adjective	tr	not abridged	ita	integrale
eng	unabridged	Adjective	tr	not abridged	mkd	компле́тен	m
eng	unabridged	Adjective	tr	not abridged	mkd	не́скратен	m
eng	unabridged	Adjective	tr	not abridged	mkd	це́лосен	m
eng	unabridged	Adjective	tr	not abridged	nep	बृहत्
eng	unabridged	Adjective	tr	not abridged	nno	uavkorta
eng	unabridged	Adjective	tr	not abridged	nob	uavkortet
eng	unabridged	Adjective	tr	not abridged	nob	uforkortet
eng	unabridged	Adjective	tr	not abridged	rus	полный
eng	unabridged	Adjective	tr	not abridged	swe	oavkortad
eng	unabridged	Adjective	tr	not abridged	swe	oförkortad
eng	unaccented	Adjective	tr	accentless	ita	disaccentato
eng	unaccented	Adjective	tr	accentless	por	inacentuado
eng	unaccented	Adjective	tr	accentless	ron	neaccentuat
eng	unaccented	Adjective	tr	pronounced with little or no stress	lit	bekirtis
eng	unaccented	Adjective	tr	pronounced with little or no stress	por	atónico
eng	unaccented	Adjective	tr	pronounced with little or no stress	por	atônico
eng	unaccented	Adjective	tr	pronounced with little or no stress	por	átono
eng	unaccented	Adjective	tr	pronounced with little or no stress	ron	aton
eng	unaccented	Adjective	tr	pronounced with little or no stress	ron	atonic
eng	unacceptability	Noun	tr	property of being unacceptable	cat	inacceptabilitat	f
eng	unacceptability	Noun	tr	property of being unacceptable	fra	inacceptabilité	f
eng	unacceptability	Noun	tr	property of being unacceptable	hun	elfogadhatatlanság
eng	unacceptability	Noun	tr	property of being unacceptable	ita	inaccettabilità	f
eng	unacceptability	Noun	tr	property of being unacceptable	pol	nieakceptowalność	f
eng	unacceptability	Noun	tr	property of being unacceptable	ron	inacceptabilitate	f
eng	unacceptability	Noun	tr	property of being unacceptable	ron	neacceptabilitate	f
eng	unacceptability	Noun	tr	property of being unacceptable	rus	неприе́млемость	f
eng	unacceptability	Noun	tr	property of being unacceptable	spa	inaceptabilidad	f
eng	unacceptability	Noun	tr	property of being unacceptable	ukr	неприйня́тність	f
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	aze	qəbuledilməz
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	bel	недапушча́льны
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	bel	непрыма́льны
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	bul	неприе́млив
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	cat	inacceptable
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	ces	nepřijatelný	m
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	cmn	无可接受	tr=wúkě jiēshòu
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	cmn	無可接受
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	cym	annerbyniol
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	deu	inakzeptabel
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	ell	απαράδεκτος	sc=Grek
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	epo	malakceptebla
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	fin	hyväksymiskelvoton
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	fin	mahdoton hyväksyä
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	fra	inacceptable
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	grc	ἀπαράδεκτος
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	hun	elfogadhatatlan
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	hye	անընդունելի
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	ita	inaccettabile
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	ita	inammissibile
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	ita	ingiustificabile
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	ita	intollerabile
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	jpn	容認できない	tr=ようにんできない, yōnin dekinai	sc=Jpan
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	kat	დაუშვებელი
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	nld	onaanvaardbaar
eng	unacceptable	Adjective	tr	unsatisfactory; not acceptable	por	inaceitável
