	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	hübnerite	Noun	tr	a mineral, manganese tungsten oxide	deu	Hübnerit	m
eng	hübnerite	Noun	tr	a mineral, manganese tungsten oxide	fin	hübneriitti
eng	hübnerite	Noun	tr	a mineral, manganese tungsten oxide	fin	hybneriitti
eng	hübnerite	Noun	tr	a mineral, manganese tungsten oxide	fra	hübnérite	f
eng	hübnerite	Noun	tr	a mineral, manganese tungsten oxide	ita	hübnerite	f
eng	hübnerite	Noun	tr	a mineral, manganese tungsten oxide	por	hubnerita	f
eng	hübnerite	Noun	tr	a mineral, manganese tungsten oxide	spa	hubnerita	f
