	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	10th	Adjective	tr		cat	10è
eng	10th	Adjective	tr		ceb	ika-10
eng	10th	Adjective	tr		ces	10.
eng	10th	Adjective	tr		cym	10fed
eng	10th	Adjective	tr		dan	10.
eng	10th	Adjective	tr		deu	10.
eng	10th	Adjective	tr		fin	10.
eng	10th	Adjective	tr		fra	10e
eng	10th	Adjective	tr		fra	10ème
eng	10th	Adjective	tr		gle	10ú
eng	10th	Adjective	tr		glv	10oo
eng	10th	Adjective	tr		hun	10.
eng	10th	Adjective	tr		ina	10e
eng	10th	Adjective	tr		ind	ke-10
eng	10th	Adjective	tr		ita	10º
eng	10th	Adjective	tr		kor	10번째	tr=yeol beonjjae
eng	10th	Adjective	tr		nld	10de
eng	10th	Adjective	tr		nld	10e
eng	10th	Adjective	tr		nor	10.
eng	10th	Adjective	tr		pol	10.
eng	10th	Adjective	tr		por	10º
eng	10th	Adjective	tr		ron	10-a	f
eng	10th	Adjective	tr		ron	10-lea	m
eng	10th	Adjective	tr		rus	10-ый
eng	10th	Adjective	tr		spa	10º
eng	10th	Adjective	tr		swe	10:e
eng	10th	Adjective	tr		tel	10వ
eng	10th	Adjective	tr		tur	10.
eng	10th	Adjective	tr		tur	10'uncu
eng	100 metres	Noun	tr	sprint race over 100 metres	cmn	100米	tr=yībǎi-mǐ
eng	100 metres	Noun	tr	sprint race over 100 metres	fin	100 metrin juoksu
eng	100 metres	Noun	tr	sprint race over 100 metres	fin	sadan metrin juoksu
eng	100 metres	Noun	tr	sprint race over 100 metres	fra	100 mètres
eng	100 metres	Noun	tr	sprint race over 100 metres	hun	100 méter
eng	100 metres	Noun	tr	sprint race over 100 metres	ron	100 metri
eng	100 metres	Noun	tr	sprint race over 100 metres	yue	100米	tr=jat1 baak3 mai5
eng	100th	Adjective	tr		cat	100è
eng	100th	Adjective	tr		ell	100ός
eng	100th	Adjective	tr		fin	100.
eng	100th	Adjective	tr		fra	100e
eng	100th	Adjective	tr		fra	100ème
eng	100th	Adjective	tr		gle	100ú
eng	100th	Adjective	tr		glv	100oo
eng	100th	Adjective	tr		hun	100.
eng	100th	Adjective	tr		ina	100e
eng	100th	Adjective	tr		ita	100º
eng	100th	Adjective	tr		kat	მე-100
eng	100th	Adjective	tr		pol	100.
eng	100th	Adjective	tr		por	100º
eng	100th	Adjective	tr		tur	100.
eng	100th	Adjective	tr		tur	100'üncü
eng	101	Adjective	tr	basic, beginner-	ces	začátečnický	m
eng	101	Adjective	tr	basic, beginner-	ces	základní
eng	101	Adjective	tr	basic, beginner-	deu	Anfänger	f
eng	101	Adjective	tr	basic, beginner-	deu	Einführung
eng	101	Adjective	tr	basic, beginner-	deu	Einmaleins	n
eng	101	Adjective	tr	basic, beginner-	epo	baza
eng	101	Adjective	tr	basic, beginner-	epo	enkonduka
eng	101	Adjective	tr	basic, beginner-	fin	alkeet	p
eng	101	Adjective	tr	basic, beginner-	fin	alkeis-
eng	101	Adjective	tr	basic, beginner-	fra	abc	m	alt=l'abc de
eng	101	Adjective	tr	basic, beginner-	fra	b.a.-ba	m	alt=le b.a.-ba de
eng	101	Adjective	tr	basic, beginner-	fra	base	f-p	alt=les bases de
eng	101	Adjective	tr	basic, beginner-	fra	élémentaire
eng	101	Adjective	tr	basic, beginner-	jpn	入門	tr=nyūmon	sc=Jpan
eng	101	Adjective	tr	basic, beginner-	pol	abc
eng	101	Adjective	tr	basic, beginner-	pol	od początku
eng	101	Adjective	tr	basic, beginner-	pol	początkujący	m
eng	101	Adjective	tr	basic, beginner-	pol	podstawy	f-p
eng	101	Adjective	tr	basic, beginner-	swe	abc	c	n
eng	101	Adjective	tr	basic, beginner-	vie	nhập môn
eng	1000th	Adjective	tr	abbreviation of thousandth	cat	1000è
eng	1000th	Adjective	tr	abbreviation of thousandth	ceb	ika-1000
eng	1000th	Adjective	tr	abbreviation of thousandth	deu	1000.
eng	1000th	Adjective	tr	abbreviation of thousandth	fin	1000.
eng	1000th	Adjective	tr	abbreviation of thousandth	fra	1000e
eng	1000th	Adjective	tr	abbreviation of thousandth	fra	1.000ème
eng	1000th	Adjective	tr	abbreviation of thousandth	fra	1000ème
eng	1000th	Adjective	tr	abbreviation of thousandth	gle	1000ú
eng	1000th	Adjective	tr	abbreviation of thousandth	glv	1000oo
eng	1000th	Adjective	tr	abbreviation of thousandth	hun	1000
eng	1000th	Adjective	tr	abbreviation of thousandth	ina	1000e
eng	1000th	Adjective	tr	abbreviation of thousandth	ita	1.000º
eng	1000th	Adjective	tr	abbreviation of thousandth	ita	1000º
eng	1000th	Adjective	tr	abbreviation of thousandth	por	1000º
eng	1000th	Adjective	tr	abbreviation of thousandth	tel	1000వ
eng	1000th	Adjective	tr	abbreviation of thousandth	tur	1000.
eng	1000th	Adjective	tr	abbreviation of thousandth	tur	1000'inci
eng	10000 metres	Noun	tr	running race over 10&nbsp;000 metres	cmn	10000米	tr=yīwàn-mǐ
eng	10000 metres	Noun	tr	running race over 10&nbsp;000 metres	fin	10 000 metrin juoksu
eng	10000 metres	Noun	tr	running race over 10&nbsp;000 metres	yue	10000米	tr=jat1 maan6 mai5
