	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	NMR spectroscopy	Noun	tr	analytical technique	ron	spectroscopie RMN	f
eng	NMR spectroscopy	Noun	tr	analytical technique	rus	ЯМР-спектроскопия	f
eng	NMR spectroscopy	Noun	tr	analytical technique	spa	espectroscopia de RMN	f
