	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	K-drama	Noun	tr	Korean TV drama	cmn	韓劇	sc=Hani
eng	K-drama	Noun	tr	Korean TV drama	cmn	韓國電視劇	sc=Hani
eng	K-drama	Noun	tr	Korean TV drama	cmn	韩剧	tr=Hánjù	sc=Hani
eng	K-drama	Noun	tr	Korean TV drama	cmn	韩国电视剧	tr=Hánguó diànshìjù	sc=Hani
eng	K-drama	Noun	tr	Korean TV drama	fin	korealainen TV-draama
eng	K-drama	Noun	tr	Korean TV drama	fra	drama coréen	m
eng	K-drama	Noun	tr	Korean TV drama	jpn	Kドラマ	tr=kē-dora	sc=Jpan
eng	K-drama	Noun	tr	Korean TV drama	jpn	韓ドラ	tr=Kan-dora	sc=Jpan
eng	K-drama	Noun	tr	Korean TV drama	jpn	韓国ドラマ	tr=Kankoku dorama	sc=Jpan
eng	K-drama	Noun	tr	Korean TV drama	kor	^한국 드라마	
eng	K-drama	Noun	tr	Korean TV drama	kor	K드라마	tr=kei deurama	sc=Kore
eng	K-drama	Noun	tr	Korean TV drama	rus	К-дра́ма	f
eng	K-drama	Noun	tr	Korean TV drama	rus	коре́йская дра́ма	f
eng	K-drama	Noun	tr	Korean TV drama	rus	коре́йский сериа́л	m
eng	K-drama	Noun	tr	Korean TV drama	spa	drama coreano	m
eng	K-pop	Noun	tr	Korean pop music	ara	بُوبْ كُورِيّ	m
eng	K-pop	Noun	tr	Korean pop music	ara	كِيْ بُوب	m	tr=kē būb
eng	K-pop	Noun	tr	Korean pop music	cmn	韓國流行音樂	sc=Hani
eng	K-pop	Noun	tr	Korean pop music	cmn	韩国流行音乐	tr=Hánguó liúxíng yīnyuè	sc=Hani
eng	K-pop	Noun	tr	Korean pop music	deu	K-Pop	m
eng	K-pop	Noun	tr	Korean pop music	fra	K-pop	f
eng	K-pop	Noun	tr	Korean pop music	fra	pop coréenne	f
eng	K-pop	Noun	tr	Korean pop music	hun	K-pop
eng	K-pop	Noun	tr	Korean pop music	ind	K-pop
eng	K-pop	Noun	tr	Korean pop music	ita	musica pop coreana	f
eng	K-pop	Noun	tr	Korean pop music	jpn	K-POP	tr=kē-poppu
eng	K-pop	Noun	tr	Korean pop music	jpn	Kポップ	tr=kē-poppu
eng	K-pop	Noun	tr	Korean pop music	kor	케이팝
eng	K-pop	Noun	tr	Korean pop music	kor	K-pop	tr=keipap
eng	K-pop	Noun	tr	Korean pop music	kor	K팝	tr=keipap
eng	K-pop	Noun	tr	Korean pop music	kor	한국의 팝음악	tr=Hangug-ui pap-eumak
eng	K-pop	Noun	tr	Korean pop music	mar	के-पॉप	n
eng	K-pop	Noun	tr	Korean pop music	mon	K-pop
eng	K-pop	Noun	tr	Korean pop music	mon	К-поп
eng	K-pop	Noun	tr	Korean pop music	nor	K-pop
eng	K-pop	Noun	tr	Korean pop music	pol	K-pop	m
eng	K-pop	Noun	tr	Korean pop music	por	K-pop	m
eng	K-pop	Noun	tr	Korean pop music	rus	кей-по́п	m
eng	K-pop	Noun	tr	Korean pop music	rus	коре́йская поп-му́зыка	f
eng	K-pop	Noun	tr	Korean pop music	rus	коре́йский поп	m
eng	K-pop	Noun	tr	Korean pop music	spa	K-Pop	m
eng	K-pop	Noun	tr	Korean pop music	spa	pop coreano	m
eng	K-pop	Noun	tr	Korean pop music	vie	K-Pop
