	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	ao dai	Noun	tr	dress	jpn	アオザイ	tr=aozai
eng	ao dai	Noun	tr	dress	kor	아오자이
eng	ao dai	Noun	tr	dress	vie	áo dài
eng	ao dai	Noun	tr	dress	vie	襖𨱽
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	ces	aoristový	m
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	cym	gorffennol penodol
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	deu	aoristisch
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	ell	αόριστος	m
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	fin	aoristi	alt=aoristi-
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	fra	aoriste	m
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	gle	éigríochta
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	glv	aoristagh
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	grc	ἀόριστος
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	hbs	ȁoristnī
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	hbs	а̏ористнӣ
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	nld	aoristisch
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	por	aorístico
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	rus	ао́ристный
eng	aorist	Adjective	tr	pertaining to verb in aorist aspect	swe	aoristisk
eng	aorist aspect	Noun	tr	a grammatical aspect	bul	аори́ст	m
eng	aorist aspect	Noun	tr	a grammatical aspect	ell	αόριστος	m
eng	aorist aspect	Noun	tr	a grammatical aspect	fra	aoriste	m
eng	aorist aspect	Noun	tr	a grammatical aspect	hbs	ȁorist	m
eng	aorist aspect	Noun	tr	a grammatical aspect	hbs	а̏орист	m	sc=Cyrl
eng	aorist aspect	Noun	tr	a grammatical aspect	mkd	аорист	m
eng	aorist aspect	Noun	tr	a grammatical aspect	nld	aorist	m
eng	aorist aspect	Noun	tr	a grammatical aspect	nld	aoristus	m
eng	aorist aspect	Noun	tr	a grammatical aspect	por	aoristo	m
eng	aorist aspect	Noun	tr	a grammatical aspect	rus	ао́рист	m
eng	aorist aspect	Noun	tr	a grammatical aspect	spa	aoristo	m
eng	aorist aspect	Noun	tr	a grammatical aspect	tur	duyulan geçmiş zaman
eng	aorist aspect	Noun	tr	a grammatical aspect	tur	geçmiş zamanın rivayeti
eng	aorist aspect	Noun	tr	a grammatical aspect	tur	-miş'li geçmiş zaman
eng	aorist aspect	Noun	tr	a grammatical aspect	ukr	аори́ст	m
eng	aorist	Noun	tr	a grammatical aspect	bul	аори́ст	m
eng	aorist	Noun	tr	a grammatical aspect	bul	ми́нало свърше́но вре́ме	n
eng	aorist	Noun	tr	a grammatical aspect	cat	aorist	m
eng	aorist	Noun	tr	a grammatical aspect	ces	aorist	m
