	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	igil	Noun	tr	musical instrument	zho	叶克勒	tr=yèkèlè
eng	igil	Noun	tr	musical instrument	zho	葉克勒
eng	igloo	Noun	tr	Inuit snow house	hin	इग्लू	m
eng	igloo	Noun	tr	Inuit snow house	hun	iglu
eng	igloo	Noun	tr	Inuit snow house	ido	igluo
eng	igloo	Noun	tr	Inuit snow house	iku	iglu
eng	igloo	Noun	tr	Inuit snow house	isl	snjóhús	n
eng	igloo	Noun	tr	Inuit snow house	ita	iglù	m
eng	igloo	Noun	tr	Inuit snow house	jpn	イグルー	tr=igurū	sc=Jpan
eng	igloo	Noun	tr	Inuit snow house	kal	illu
eng	igloo	Noun	tr	Inuit snow house	kor	이글루
eng	igloo	Noun	tr	Inuit snow house	msa	iglu
eng	igloo	Noun	tr	Inuit snow house	nld	iglo	m
eng	igloo	Noun	tr	Inuit snow house	oji	mikwamiiwigamig
eng	igloo	Noun	tr	Inuit snow house	pol	igloo	n
eng	igloo	Noun	tr	Inuit snow house	pol	iglu	n
eng	igloo	Noun	tr	Inuit snow house	por	iglu	m
eng	igloo	Noun	tr	Inuit snow house	pus	ايغلو	sc=ps-Arab
eng	igloo	Noun	tr	Inuit snow house	rus	и́глу	n
eng	igloo	Noun	tr	Inuit snow house	spa	iglú	m
eng	igloo	Noun	tr	Inuit snow house	swe	igloo	c
eng	igloo	Noun	tr	Inuit snow house	swe	snöhydda	c
eng	igloo	Noun	tr	Inuit snow house	syl	ꠁꠉꠟꠥ
eng	igloo	Noun	tr	Inuit snow house	tgl	iglu
eng	igloo	Noun	tr	Inuit snow house	tha	อิกลู
eng	igloo	Noun	tr	Inuit snow house	vie	lều tuyết
eng	igloo	Noun	tr	Inuit snow house	vol	el iglu
eng	igloo	Noun	tr	Inuit snow house	vol	liglud
eng	igloo	Noun	tr	Inuit snow house	vol	nifadom
eng	igloo	Noun	tr	Inuit snow house	vol	nifadom läskiomik
eng	igloo	Noun	tr	Inuit snow house	yue	冰屋	tr=bing1 uk1
eng	igloo	Noun	tr	Inuit snow house	yue	雪屋	tr=syut3 uk1
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	cat	igni
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	cmn	火成的	tr=huǒchéng de	sc=Hani
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	ell	πυριγενής
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	fin	tuli	alt=tuli-
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	fin	tulinen
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	fra	igné
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	gle	adhantach
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	hun	tüzes
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	ita	igneo
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	rus	огнево́й
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	rus	о́гненный
eng	igneous	Adjective	tr	pertaining to, having the nature of fire	spa	ígneo
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	cat	igni
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	cmn	火成的	tr=huǒchéng de	sc=Hani
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	deu	eruptiv
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	deu	vulkanisch
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	ell	πύρινος
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	fin	tuliperäinen
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	fra	igné
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	fra	magmatique
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	gle	bruthach
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	hun	vulkáni
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	ita	igneo
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	rus	вулкани́ческого происхожде́ния
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	rus	пироге́нный
eng	igneous	Adjective	tr	resulting from, or produced by, the action of great heat	spa	ígneo
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	ara	صَخَر نَارِيّ	m
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	bel	магматычныя горныя пароды	p
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	bul	магмени скали
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	cat	roques ígnies	p
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	ces	magmatická hornina	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	ces	vyvřelá hornina	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	cmn	岩浆岩	tr=yánjiāngyán	sc=Hani
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	cmn	火成岩	tr=huǒchéngyán	sc=Hani
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	cym	craig igneaidd
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	deu	Erstarrungsgestein
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	deu	magmatisches Gestein	n
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	epo	magmaj petroj
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	est	tardkivim
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	eus	arroka igneo
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	fas	سنگ آذرین	tr=sang-e âzarin
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	fin	magmakivi
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	fin	magmakivilaji
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	fra	roche magmatique	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	gle	bruthcharraig	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	glg	rocha magmática	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	hbs	magmatske stene	p
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	hbs	magmatske stijene	p
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	hbs	магматске стене	p	sc=Cyrl
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	hbs	магматске стијене	p	sc=Cyrl
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	heb	סלע יסוד	sc=Hebr
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	hun	magmás kőzet
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	ind	batuan beku
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	isl	storkuberg
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	ita	roccia magmatica	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	jpn	火成岩	tr=かせいがん, kaseigan
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	kor	화성암
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	lit	magminė uoliena
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	mal	ആഗ്നേയ ശില	sc=Mlym
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	mon	магмын чулуулаг	sc=Cyrl
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	mri	toka ngiha
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	nds	magmatit
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	nld	stollingsgesteente	n
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	nor	magmatisk bergart
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	pol	skały magmowe	p
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	por	pedra ígnea	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	por	rocha ígnea	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	rus	магмати́ческие го́рные поро́ды	p
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	slk	vyvretá hornina	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	slv	magmatska kamnina	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	spa	roca ígnea	f
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	sun	batu igneus
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	swe	magmatisk bergart
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	tam	தீப்பாறை	sc=Taml
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	tgl	apuying bato
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	tha	หินอัคนี	tr=hĭn àknee
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	tur	magmatik kayaçlar
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	ukr	магматичні гірські породи	p
eng	igneous rock	Noun	tr	one of the major groups of rock that makes up the crust of the Earth	vie	đá mácma
eng	igniferous	Adjective	tr	producing fire	ita	ignifero
eng	ignifluous	Adjective	tr	flowing with fire	lat	ignifluus
eng	ignifluous	Adjective	tr	flowing with fire	spa	ignífluo
eng	ignis fatuus	Noun	tr	false hope	ita	fuoco fatuo	m
eng	ignis fatuus	Noun	tr	false hope	kat	ილუზორული იმედი
eng	ignis fatuus	Noun	tr	false hope	kat	ტყუილი იმედი
eng	ignis fatuus	Noun	tr	false hope	por	fogo-fátuo	m
eng	ignis fatuus	Noun	tr	false hope	rus	призрачная наде́жда	sc=Cyrl
eng	ignis fatuus	Noun	tr	false hope	spa	fuego fatuo	m
eng	ignitable	Adjective	tr	able to burn	bul	възпламеним
eng	ignitable	Adjective	tr	able to burn	bul	горим
eng	ignitable	Adjective	tr	able to burn	ces	zápalný
eng	ignitable	Adjective	tr	able to burn	gle	inadhainte
eng	ignitable	Adjective	tr	able to burn	gle	so-adhainte
eng	ignitable	Adjective	tr	able to burn	glv	so-lostey
eng	ignitable	Adjective	tr	able to burn	ita	accendibile
eng	ignitable	Adjective	tr	able to burn	ita	accensibile
eng	ignitable	Adjective	tr	able to burn	swe	antändbar
eng	ignitable	Adjective	tr	able to burn	swe	antändlig
eng	igniter	Noun	tr	device that is used to ignite something	dan	tænder	c
eng	igniter	Noun	tr	device that is used to ignite something	deu	Zünder	m
eng	igniter	Noun	tr	device that is used to ignite something	fra	igniteur	m
eng	igniter	Noun	tr	device that is used to ignite something	gle	adhainteoir	m
eng	ignite	Verb	tr	to commence burning	bul	възпламенявам се
eng	ignite	Verb	tr	to commence burning	bul	запалвам се
eng	ignite	Verb	tr	to commence burning	ell	ανάβω
eng	ignite	Verb	tr	to commence burning	fin	syttyä
eng	ignite	Verb	tr	to commence burning	gle	adhain
eng	ignite	Verb	tr	to commence burning	ita	accendersi
eng	ignite	Verb	tr	to commence burning	ita	prendere
eng	ignite	Verb	tr	to commence burning	ita	prendere fuoco
eng	ignite	Verb	tr	to commence burning	lat	ardēscō
eng	ignite	Verb	tr	to commence burning	mri	papahū
eng	ignite	Verb	tr	to commence burning	por	acender
eng	ignite	Verb	tr	to commence burning	rus	воспламени́ться	pf
eng	ignite	Verb	tr	to commence burning	rus	воспламеня́ться	impf
eng	ignite	Verb	tr	to commence burning	rus	загора́ть	impf
eng	ignite	Verb	tr	to commence burning	rus	загоре́ть	pf
eng	ignite	Verb	tr	to commence burning	vec	inpiarse
eng	ignite	Verb	tr	to commence burning	vec	inpisarse
eng	ignite	Verb	tr	to commence burning	vec	inpiẑarse
eng	ignite	Verb	tr	to set fire to, to light	ang	onǣlan
eng	ignite	Verb	tr	to set fire to, to light	bul	запалвам
eng	ignite	Verb	tr	to set fire to, to light	bul	паля
eng	ignite	Verb	tr	to set fire to, to light	ces	vznítit
eng	ignite	Verb	tr	to set fire to, to light	cmn	点火
eng	ignite	Verb	tr	to set fire to, to light	cym	cynnau
eng	ignite	Verb	tr	to set fire to, to light	deu	anzünden
eng	ignite	Verb	tr	to set fire to, to light	deu	zünden
eng	ignite	Verb	tr	to set fire to, to light	ell	ανάβω
eng	ignite	Verb	tr	to set fire to, to light	ell	πυρπολώ
eng	ignite	Verb	tr	to set fire to, to light	epo	ekbruligi
eng	ignite	Verb	tr	to set fire to, to light	epo	fajrigi
eng	ignite	Verb	tr	to set fire to, to light	fin	sytyttää
eng	ignite	Verb	tr	to set fire to, to light	fra	allumer
eng	ignite	Verb	tr	to set fire to, to light	fra	mettre le feu
eng	ignite	Verb	tr	to set fire to, to light	gle	adhain
eng	ignite	Verb	tr	to set fire to, to light	grc	αἴθω
eng	ignite	Verb	tr	to set fire to, to light	hit	𒉿𒅈𒉡
eng	ignite	Verb	tr	to set fire to, to light	hye	կրակ տալ
eng	ignite	Verb	tr	to set fire to, to light	hye	վառել
eng	ignite	Verb	tr	to set fire to, to light	ita	incendiare
eng	ignite	Verb	tr	to set fire to, to light	jpn	火を点ける	tr=ひをつける, hi o tsukeru	sc=Jpan
eng	ignite	Verb	tr	to set fire to, to light	kor	점화하다
eng	ignite	Verb	tr	to set fire to, to light	kor	불을 지르다
eng	ignite	Verb	tr	to set fire to, to light	kor	點火-
eng	ignite	Verb	tr	to set fire to, to light	lat	ignio
eng	ignite	Verb	tr	to set fire to, to light	lat	incendō
eng	ignite	Verb	tr	to set fire to, to light	lld	de fuech
eng	ignite	Verb	tr	to set fire to, to light	lld	tizé
eng	ignite	Verb	tr	to set fire to, to light	mon	асаах
eng	ignite	Verb	tr	to set fire to, to light	mon	ноцоох
eng	ignite	Verb	tr	to set fire to, to light	nld	aansteken
eng	ignite	Verb	tr	to set fire to, to light	nld	ontbranden
eng	ignite	Verb	tr	to set fire to, to light	nld	ontsteken
eng	ignite	Verb	tr	to set fire to, to light	pol	zapalać
eng	ignite	Verb	tr	to set fire to, to light	pol	zapalić
eng	ignite	Verb	tr	to set fire to, to light	por	acender
eng	ignite	Verb	tr	to set fire to, to light	por	incendiar
eng	ignite	Verb	tr	to set fire to, to light	rus	воспламени́ть	pf
eng	ignite	Verb	tr	to set fire to, to light	rus	воспламеня́ть	impf
eng	ignite	Verb	tr	to set fire to, to light	rus	заже́чь	pf
eng	ignite	Verb	tr	to set fire to, to light	rus	зажига́ть	impf
eng	ignite	Verb	tr	to set fire to, to light	spa	encender
eng	ignite	Verb	tr	to set fire to, to light	spa	incendiar
eng	ignite	Verb	tr	to set fire to, to light	srd	affoghizare
eng	ignite	Verb	tr	to set fire to, to light	swe	tända
eng	ignite	Verb	tr	to trigger	cmn	引燃
eng	ignite	Verb	tr	to trigger	ell	ενθουσιάζω
eng	ignite	Verb	tr	to trigger	fin	sytyttää
eng	ignite	Verb	tr	to trigger	fra	déclencher
eng	ignite	Verb	tr	to trigger	swe	tända
eng	ignition key	Noun	tr		deu	Zündschlüssel	m
eng	ignition key	Noun	tr		fin	käynnistysavain
eng	ignition key	Noun	tr		fra	clé de contact	f
eng	ignition key	Noun	tr		hun	indítókulcs
eng	ignition key	Noun	tr		hun	slusszkulcs
eng	ignition key	Noun	tr		nld	contactsleutel	m
eng	ignition	Noun	tr	initiation of combustion	bul	запалване	n
eng	ignition	Noun	tr	initiation of combustion	ces	vzplanutí	n
eng	ignition	Noun	tr	initiation of combustion	deu	Zündung	f
eng	ignition	Noun	tr	initiation of combustion	ell	ανάφλεξη	f
eng	ignition	Noun	tr	initiation of combustion	fin	syttyminen
eng	ignition	Noun	tr	initiation of combustion	fin	sytyttäminen
eng	ignition	Noun	tr	initiation of combustion	hun	gyújtás
eng	ignition	Noun	tr	initiation of combustion	ita	accensione	f
eng	ignition	Noun	tr	initiation of combustion	ita	ignizione	f
eng	ignition	Noun	tr	initiation of combustion	kat	ანთება
eng	ignition	Noun	tr	initiation of combustion	lat	ignitio	f
eng	ignition	Noun	tr	initiation of combustion	nno	tenning	f
eng	ignition	Noun	tr	initiation of combustion	nob	tenning	m	f
eng	ignition	Noun	tr	initiation of combustion	pol	zapłon	m-in
eng	ignition	Noun	tr	initiation of combustion	por	ignição	f
eng	ignition	Noun	tr	initiation of combustion	spa	encendido	m
eng	ignition	Noun	tr	initiation of combustion	tgl	duop
eng	ignition	Noun	tr	key receptacle for starting a vehicle	pol	stacyjka	f
eng	ignition	Noun	tr	system for activating combustion in an engine	bul	запалване	n
eng	ignition	Noun	tr	system for activating combustion in an engine	ces	zapalování	n
eng	ignition	Noun	tr	system for activating combustion in an engine	deu	Zündung	f
eng	ignition	Noun	tr	system for activating combustion in an engine	ell	ανάφλεξη	f
eng	ignition	Noun	tr	system for activating combustion in an engine	fin	sytytys
eng	ignition	Noun	tr	system for activating combustion in an engine	fra	allumage	m
eng	ignition	Noun	tr	system for activating combustion in an engine	gla	adhnaidh	m
eng	ignition	Noun	tr	system for activating combustion in an engine	hun	gyújtás
eng	ignition	Noun	tr	system for activating combustion in an engine	nno	tenning	f
eng	ignition	Noun	tr	system for activating combustion in an engine	nob	tenning	m	f
eng	ignition	Noun	tr	system for activating combustion in an engine	pol	zapłon	m-in
eng	ignition	Noun	tr	system for activating combustion in an engine	por	ignição	f
eng	ignition	Noun	tr	system for activating combustion in an engine	por	partida	f
eng	ignition	Noun	tr	system for activating combustion in an engine	rus	зажига́ние	n
eng	ignition	Noun	tr	system for activating combustion in an engine	spa	encendido	m
eng	ignition	Noun	tr	the act of igniting	bul	възпламеняване	n
eng	ignition	Noun	tr	the act of igniting	bul	пламване
eng	ignition	Noun	tr	the act of igniting	ces	vznícení	n
eng	ignition	Noun	tr	the act of igniting	ces	vzplanutí	n
eng	ignition	Noun	tr	the act of igniting	ell	ανάφλεξη	f
eng	ignition	Noun	tr	the act of igniting	fin	sytyttäminen
eng	ignition	Noun	tr	the act of igniting	fin	sytytys
eng	ignition	Noun	tr	the act of igniting	fra	ignition	f
eng	ignition	Noun	tr	the act of igniting	gle	adhaint	f
eng	ignition	Noun	tr	the act of igniting	ita	accensione	f
eng	ignition	Noun	tr	the act of igniting	ita	ignizione	f
eng	ignition	Noun	tr	the act of igniting	kat	აალება
eng	ignition	Noun	tr	the act of igniting	kat	ანთება
eng	ignition	Noun	tr	the act of igniting	lat	ignitio	f
eng	ignition	Noun	tr	the act of igniting	msa	penyalaan
eng	ignition	Noun	tr	the act of igniting	nno	tenning	f
eng	ignition	Noun	tr	the act of igniting	nob	tenning	m	f
eng	ignition	Noun	tr	the act of igniting	pol	zapłon	m-in
eng	ignition	Noun	tr	the act of igniting	por	ignição	f
eng	ignition	Noun	tr	the act of igniting	rus	зажига́ние	n
eng	ignition tube test	Noun	tr		deu	Glühröhrchenprobe	f
eng	ignivomous	Adjective	tr	throwing out fire	fra	ignivome
eng	ignivomous	Adjective	tr	throwing out fire	ita	ignivomo
eng	ignivomous	Adjective	tr	throwing out fire	lat	ignivomus
eng	ignivomous	Adjective	tr	throwing out fire	por	ignívomo
eng	ignoble	Adjective	tr	not honorable	bul	долен
eng	ignoble	Adjective	tr	not honorable	bul	низък
eng	ignoble	Adjective	tr	not honorable	ell	άτιμος	m
eng	ignoble	Adjective	tr	not honorable	ell	πρόστυχος	m
eng	ignoble	Adjective	tr	not honorable	epo	malnobla
eng	ignoble	Adjective	tr	not honorable	fin	alhainen
eng	ignoble	Adjective	tr	not honorable	fin	halpamainen
eng	ignoble	Adjective	tr	not honorable	fin	matalamielinen
eng	ignoble	Adjective	tr	not honorable	fra	ignoble
eng	ignoble	Adjective	tr	not honorable	grc	ἀγεννής
eng	ignoble	Adjective	tr	not honorable	jpn	卑しい	tr=iyashii
eng	ignoble	Adjective	tr	not honorable	jpn	汚い	tr=kitanai
eng	ignoble	Adjective	tr	not honorable	jpn	醜い	tr=minikui
eng	ignoble	Adjective	tr	not honorable	nld	oneervol
eng	ignoble	Adjective	tr	not honorable	pol	niecny
eng	ignoble	Adjective	tr	not honorable	rus	ни́зкий
eng	ignoble	Adjective	tr	not honorable	rus	посты́дный
eng	ignoble	Adjective	tr	not honorable	slv	nečasten	m
eng	ignoble	Adjective	tr	not honorable	spa	innoble
eng	ignoble	Adjective	tr	not honorable	swe	simpel
eng	ignoble	Adjective	tr	not honorable	swe	tarvlig
eng	ignoble	Adjective	tr	not noble; plebeian; common	asm	ইতৰ
eng	ignoble	Adjective	tr	not noble; plebeian; common	bul	неблагороден
eng	ignoble	Adjective	tr	not noble; plebeian; common	bul	простонароден
eng	ignoble	Adjective	tr	not noble; plebeian; common	ell	αγενής	m	f
eng	ignoble	Adjective	tr	not noble; plebeian; common	fin	alhaissyntyinen
eng	ignoble	Adjective	tr	not noble; plebeian; common	fra	indigne
eng	ignoble	Adjective	tr	not noble; plebeian; common	gle	anuasal
eng	ignoble	Adjective	tr	not noble; plebeian; common	glv	anooasle
eng	ignoble	Adjective	tr	not noble; plebeian; common	glv	meeooasle
eng	ignoble	Adjective	tr	not noble; plebeian; common	glv	neuooasle
eng	ignoble	Adjective	tr	not noble; plebeian; common	grc	ἀγεννής
eng	ignoble	Adjective	tr	not noble; plebeian; common	jpn	平凡	alt=平凡な	tr=heibon na
eng	ignoble	Adjective	tr	not noble; plebeian; common	jpn	庶民	alt=庶民の	tr=shomin no
eng	ignoble	Adjective	tr	not noble; plebeian; common	lat	ignobilis
eng	ignoble	Adjective	tr	not noble; plebeian; common	rus	простонародный
eng	ignoble	Adjective	tr	not noble; plebeian; common	spa	innoble
eng	ignominious	Adjective	tr	marked by shame or disgrace	bul	долен
eng	ignominious	Adjective	tr	marked by shame or disgrace	bul	позорен
eng	ignominious	Adjective	tr	marked by shame or disgrace	cat	ignominiós
eng	ignominious	Adjective	tr	marked by shame or disgrace	ces	hanebný	m
eng	ignominious	Adjective	tr	marked by shame or disgrace	ces	ostudný
eng	ignominious	Adjective	tr	marked by shame or disgrace	ces	ponižující
eng	ignominious	Adjective	tr	marked by shame or disgrace	ces	potupný	m
eng	ignominious	Adjective	tr	marked by shame or disgrace	deu	schändlich
eng	ignominious	Adjective	tr	marked by shame or disgrace	deu	schimpflich
eng	ignominious	Adjective	tr	marked by shame or disgrace	deu	schmachvoll
eng	ignominious	Adjective	tr	marked by shame or disgrace	deu	schmählich
eng	ignominious	Adjective	tr	marked by shame or disgrace	fin	häpeällinen
eng	ignominious	Adjective	tr	marked by shame or disgrace	fra	ignominieux
eng	ignominious	Adjective	tr	marked by shame or disgrace	grc	ἄδοξος
eng	ignominious	Adjective	tr	marked by shame or disgrace	heb	מחפיר	tr=makhpír
eng	ignominious	Adjective	tr	marked by shame or disgrace	ita	ignominioso	m
eng	ignominious	Adjective	tr	marked by shame or disgrace	lat	ignōminiōsus	m
eng	ignominious	Adjective	tr	marked by shame or disgrace	nld	schamelijk
eng	ignominious	Adjective	tr	marked by shame or disgrace	rus	бессла́вный
eng	ignominious	Adjective	tr	marked by shame or disgrace	rus	позо́рный
eng	ignominious	Adjective	tr	marked by shame or disgrace	spa	ignominioso	m
eng	ignominious	Adjective	tr	marked by shame or disgrace	swe	neslig
eng	ignominious	Adjective	tr	marked by shame or disgrace	swe	skamlig
eng	ignominious	Adjective	tr	marked by shame or disgrace	swe	skymflig
eng	ignominious	Adjective	tr	marked by shame or disgrace	swe	vanhedrande
eng	ignominious	Adjective	tr	marked by shame or disgrace	tur	yüz kızartıcı
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	bul	позор	m
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	bul	срам	m
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	cat	ignomínia	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	deu	Schande	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	deu	Schändlichkeit	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	deu	Schmach	m
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	deu	Unaussprechlichkeit	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	fin	häpeä
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	fin	häpeällinen teko
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	fra	ignominie	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	grc	ἀτιμία	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	hun	gyalázat
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	ita	ignominia	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	ita	infamia	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	lat	ignominia
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	nld	schaamte
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	nob	skam	m	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	nob	vanære	m	f
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	nor	skam	m
eng	ignominy	Noun	tr	great dishonor, shame, or humiliation	nor	skjensel	m
