	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Štip	Proper noun	tr	a city in the Republic of Macedonia	bul	Щип	m
eng	Štip	Proper noun	tr	a city in the Republic of Macedonia	mkd	Штип	m
