	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Büchner flask	Noun	tr	a laboratory flask	dan	sugekolbe	c
eng	Büchner flask	Noun	tr	a laboratory flask	ell	φιάλη διηθήσεως	f
eng	Büchner flask	Noun	tr	a laboratory flask	fin	imupullo
eng	Büchner flask	Noun	tr	a laboratory flask	hun	Büchner-palack
eng	Büchner flask	Noun	tr	a laboratory flask	hun	szívópalack
eng	Büchner flask	Noun	tr	a laboratory flask	jpn	吸引ビン	tr=kyūin bin	sc=Jpan
eng	Büchner funnel	Noun	tr	a piece of laboratory equipment used in filtration	dan	büchnertragt	c
eng	Büchner funnel	Noun	tr	a piece of laboratory equipment used in filtration	ell	χωνί Büchner	n
eng	Büchner funnel	Noun	tr	a piece of laboratory equipment used in filtration	fin	büchnersuppilo
eng	Büchner funnel	Noun	tr	a piece of laboratory equipment used in filtration	jpn	ブフナー漏斗	tr=bufunā rōto	sc=Jpan
