	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	éminence grise	Noun	tr		ces	šedá eminence	f
eng	éminence grise	Noun	tr		cmn	权力经纪人	tr=quánlì jīngjìrén
eng	éminence grise	Noun	tr		cmn	權力經紀人
eng	éminence grise	Noun	tr		dan	grå eminence	c
eng	éminence grise	Noun	tr		deu	graue Eminenz	f
eng	éminence grise	Noun	tr		fin	harmaa eminenssi
eng	éminence grise	Noun	tr		fra	éminence grise	f
eng	éminence grise	Noun	tr		hbs	siva eminencija	f
eng	éminence grise	Noun	tr		hbs	сива еминенција	f
eng	éminence grise	Noun	tr		ita	eminenza grigia	f
eng	éminence grise	Noun	tr		jpn	黒幕	tr=くろまく, kuromaku
eng	éminence grise	Noun	tr		kat	რუხი კარდინალი
eng	éminence grise	Noun	tr		kor	흑막
eng	éminence grise	Noun	tr		nld	grijze eminentie
eng	éminence grise	Noun	tr		nor	grå eminense	m
eng	éminence grise	Noun	tr		pol	szara eminencja	f
eng	éminence grise	Noun	tr		por	eminência parda	f
eng	éminence grise	Noun	tr		ron	eminență cenușie	f
eng	éminence grise	Noun	tr		rus	се́рый кардина́л	m	lit=grey cardinal
eng	éminence grise	Noun	tr		spa	eminencia gris	f
eng	éminence grise	Noun	tr		spa	jefe máximo	m
eng	éminence grise	Noun	tr		swe	grå eminens
