	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Úbeda	Proper noun	tr	city	por	Úbeda	f
eng	Úbeda	Proper noun	tr	city	spa	Úbeda	f
