	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	C++	Proper noun	tr	C++	ara	سِي++	m	tr=sī blas blas
eng	C++	Proper noun	tr	C++	ara	سِي بْلَس بْلَس	m
eng	C++	Proper noun	tr	C++	cmn	C++	tr=sēijiājiā
eng	C++	Proper noun	tr	C++	cmn	C加加	tr=sēijiājiā	sc=Hani
eng	C++	Proper noun	tr	C++	cmn	C艹	tr=sēicǎo	sc=Hani
eng	C++	Proper noun	tr	C++	deu	C++	n
eng	C++	Proper noun	tr	C++	ell	C++	f
eng	C++	Proper noun	tr	C++	fas	سی++	tr=si-pelâs-pelâs	sc=fa-Arab
eng	C++	Proper noun	tr	C++	fas	سی‌پلاس‌پلاس	tr=si-pelâs-pelâs	sc=fa-Arab
eng	C++	Proper noun	tr	C++	fin	C++
eng	C++	Proper noun	tr	C++	fra	C++
eng	C++	Proper noun	tr	C++	isl	C plús plús	n
eng	C++	Proper noun	tr	C++	isl	sé plús plús	n
eng	C++	Proper noun	tr	C++	jpn	C++
eng	C++	Proper noun	tr	C++	jpn	シータスタス	tr=shī tasu-tasu
eng	C++	Proper noun	tr	C++	jpn	シープラ	tr=shī pura
eng	C++	Proper noun	tr	C++	jpn	シープラスプラス	tr=shī purasu-purasu
eng	C++	Proper noun	tr	C++	jpn	シープラプラ	tr=shī pura-pura
eng	C++	Proper noun	tr	C++	kor	씨플플	sc=Kore
eng	C++	Proper noun	tr	C++	nld	C++
eng	C++	Proper noun	tr	C++	pol	C++	m
eng	C++	Proper noun	tr	C++	por	C++	m
eng	C++	Proper noun	tr	C++	rus	си-плюс-плю́с	m
eng	C++	Proper noun	tr	C++	vie	C cộng cộng
