	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	bul	ефески
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	ces	efezský
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	fin	efesolainen
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	gle	Eifeasach
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	ita	efesino
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	lat	ephesius
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	mkd	ефески
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	pol	efeski
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	rus	эфе́сский
eng	Ephesian	Adjective	tr	of, from, or pertaining to Ephesus	ukr	ефеський
eng	Ephesian	Noun	tr	someone from Ephesus	fin	efesolainen
eng	Ephesian	Noun	tr	someone from Ephesus	gle	Eifeasach	m
eng	Ephesian	Noun	tr	someone from Ephesus	ita	efesino	m
eng	Ephesians	Proper noun	tr	book of the Bible	afr	Efesiërs	p
eng	Ephesians	Proper noun	tr	book of the Bible	ara	اَلرِّسَالَة إِلَى أَهْلِ أَفَسُسَ
eng	Ephesians	Proper noun	tr	book of the Bible	arc	ܐܓܪܬܐ ܕܠܘܬ ܐܦܣܝܐ
eng	Ephesians	Proper noun	tr	book of the Bible	bar	Ephesa
eng	Ephesians	Proper noun	tr	book of the Bible	bel	Эфесянам
eng	Ephesians	Proper noun	tr	book of the Bible	bre	Efezidi	m
eng	Ephesians	Proper noun	tr	book of the Bible	bul	Ефесяни
eng	Ephesians	Proper noun	tr	book of the Bible	cat	Carta als Efesis	f
eng	Ephesians	Proper noun	tr	book of the Bible	cat	Efesis
eng	Ephesians	Proper noun	tr	book of the Bible	cdo	以弗所书	tr=Ī-hók-sū-cṳ̆
eng	Ephesians	Proper noun	tr	book of the Bible	cdo	以弗所書
eng	Ephesians	Proper noun	tr	book of the Bible	ceb	Efeso
eng	Ephesians	Proper noun	tr	book of the Bible	ces	Efezským
eng	Ephesians	Proper noun	tr	book of the Bible	ckb	ئەفەسۆس
eng	Ephesians	Proper noun	tr	book of the Bible	cmn	以弗所书	tr=Yǐfúsuǒshū
eng	Ephesians	Proper noun	tr	book of the Bible	cmn	以弗所書
eng	Ephesians	Proper noun	tr	book of the Bible	cos	Efesini
eng	Ephesians	Proper noun	tr	book of the Bible	cym	Effesiaid
eng	Ephesians	Proper noun	tr	book of the Bible	cym	Llythyr Paul at yr Effesiaid
eng	Ephesians	Proper noun	tr	book of the Bible	dan	Efeserbrevet	n
eng	Ephesians	Proper noun	tr	book of the Bible	deu	Epheserbrief
eng	Ephesians	Proper noun	tr	book of the Bible	ell	Εφεσίους	
eng	Ephesians	Proper noun	tr	book of the Bible	epo	Efesanoj
eng	Ephesians	Proper noun	tr	book of the Bible	est	Efeslastele	p
eng	Ephesians	Proper noun	tr	book of the Bible	eus	Efesoarrei	p
eng	Ephesians	Proper noun	tr	book of the Bible	fao	Efesusbrævið
eng	Ephesians	Proper noun	tr	book of the Bible	fas	نامه به افسسیان	tr=Namh bh Afssaan
eng	Ephesians	Proper noun	tr	book of the Bible	fin	efesolaiskirje
eng	Ephesians	Proper noun	tr	book of the Bible	fin	Efesolaiskirje
eng	Ephesians	Proper noun	tr	book of the Bible	fra	Éphésiens	p
eng	Ephesians	Proper noun	tr	book of the Bible	fry	Efeziërs
eng	Ephesians	Proper noun	tr	book of the Bible	fur	Efesins
eng	Ephesians	Proper noun	tr	book of the Bible	gla	Ephesianach	m-p
eng	Ephesians	Proper noun	tr	book of the Bible	gle	Eifeasaigh	m-p
eng	Ephesians	Proper noun	tr	book of the Bible	gle	Litir Naomh Pól chuig na hEifeasaigh	f
eng	Ephesians	Proper noun	tr	book of the Bible	grc	Εφεσῖους	m-p
eng	Ephesians	Proper noun	tr	book of the Bible	hak	以弗所书	tr=Yî-fut-só-sû
eng	Ephesians	Proper noun	tr	book of the Bible	hak	以弗所書
eng	Ephesians	Proper noun	tr	book of the Bible	haw	ʻEpeso
eng	Ephesians	Proper noun	tr	book of the Bible	hbs	Efestsima
eng	Ephesians	Proper noun	tr	book of the Bible	hbs	Efežanima
eng	Ephesians	Proper noun	tr	book of the Bible	hbs	Poslanitsa Efestsima
eng	Ephesians	Proper noun	tr	book of the Bible	hbs	Ефежанима
eng	Ephesians	Proper noun	tr	book of the Bible	hbs	Ефесцима
eng	Ephesians	Proper noun	tr	book of the Bible	hbs	Посланица Ефесцима
eng	Ephesians	Proper noun	tr	book of the Bible	heb	האיגרת אל האפסים	tr=Haygrt al Hapsym
eng	Ephesians	Proper noun	tr	book of the Bible	hun	Epheszosz
eng	Ephesians	Proper noun	tr	book of the Bible	hun	Pál levele az epheszosziakhoz
eng	Ephesians	Proper noun	tr	book of the Bible	ido	Efesiani	m-p
eng	Ephesians	Proper noun	tr	book of the Bible	ind	Efesus
eng	Ephesians	Proper noun	tr	book of the Bible	ind	Surat Paulus kepada Jemaat di Efesus
eng	Ephesians	Proper noun	tr	book of the Bible	isl	Efesusbréfið	f
eng	Ephesians	Proper noun	tr	book of the Bible	ita	Efesini
eng	Ephesians	Proper noun	tr	book of the Bible	jav	Efesus
eng	Ephesians	Proper noun	tr	book of the Bible	jav	Layang Paulus Efesus
eng	Ephesians	Proper noun	tr	book of the Bible	jpn	エペソ人への手紙	tr=Epesobito e no Tegami
eng	Ephesians	Proper noun	tr	book of the Bible	kan	ಎಫೆಸದವರಿಗೆ
eng	Ephesians	Proper noun	tr	book of the Bible	kin	Urwandiko rw’Abefeso
eng	Ephesians	Proper noun	tr	book of the Bible	lat	Epistula ad Ephesios
eng	Ephesians	Proper noun	tr	book of the Bible	lav	Efeziešiem	m-p
eng	Ephesians	Proper noun	tr	book of the Bible	lim	Efeziërs
eng	Ephesians	Proper noun	tr	book of the Bible	lit	Laiškas efeziečiams
eng	Ephesians	Proper noun	tr	book of the Bible	lmo	Efesit
eng	Ephesians	Proper noun	tr	book of the Bible	mal	എഫേസോസുകാർക്ക് എഴുതിയ ലേഖനം
eng	Ephesians	Proper noun	tr	book of the Bible	mkd	Ефесјаните	p
eng	Ephesians	Proper noun	tr	book of the Bible	mkd	Послание до Ефесјаните
eng	Ephesians	Proper noun	tr	book of the Bible	mlt	L-Ittra lill-Efesin
eng	Ephesians	Proper noun	tr	book of the Bible	mri	Epeha
eng	Ephesians	Proper noun	tr	book of the Bible	mya	ဧဖက်​ဩဝါဒစာ
eng	Ephesians	Proper noun	tr	book of the Bible	nan	以弗所书	tr=Í-hut-só-su
eng	Ephesians	Proper noun	tr	book of the Bible	nan	以弗所書
eng	Ephesians	Proper noun	tr	book of the Bible	nld	Brief van Paulus aan de Efeziërs
eng	Ephesians	Proper noun	tr	book of the Bible	nld	Efeziërs
eng	Ephesians	Proper noun	tr	book of the Bible	nor	Efeserne
eng	Ephesians	Proper noun	tr	book of the Bible	pdt	Efeesa
