	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	alabandite	Noun	tr	mineral form of manganese sulfide	deu	Alabandin	m
eng	alabandite	Noun	tr	mineral form of manganese sulfide	fin	alabandiitti
eng	alabandite	Noun	tr	mineral form of manganese sulfide	por	alabandita	f
eng	alabandite	Noun	tr	mineral form of manganese sulfide	spa	alabandina	f
eng	alabarch	Noun	tr	chief magistrate of the Jews in Alexandria under the Ptolemies and Roman emperors	por	alabarca	m
eng	alabaster	Adjective	tr	made of alabaster	cat	alabastrí
eng	alabaster	Adjective	tr	made of alabaster	deu	alabastern
eng	alabaster	Adjective	tr	made of alabaster	ell	αλαβάστρινος
eng	alabaster	Adjective	tr	made of alabaster	epo	alabastra
eng	alabaster	Adjective	tr	made of alabaster	fin	alabasteri	alt=alabasteri-
eng	alabaster	Adjective	tr	made of alabaster	fin	alabasterinen
eng	alabaster	Adjective	tr	made of alabaster	hun	alabástrom
eng	alabaster	Adjective	tr	made of alabaster	hye	ալեբաստրե
eng	alabaster	Adjective	tr	made of alabaster	nld	albasten
eng	alabaster	Adjective	tr	made of alabaster	pol	alabastrowy
eng	alabaster	Adjective	tr	made of alabaster	rus	алеба́стровый
eng	alabaster	Noun	tr	variety of gypsum	bul	алабастър
eng	alabaster	Noun	tr	variety of gypsum	cat	alabastre	m
eng	alabaster	Noun	tr	variety of gypsum	dan	alabast	n	c
eng	alabaster	Noun	tr	variety of gypsum	deu	Alabaster	m
eng	alabaster	Noun	tr	variety of gypsum	ell	αλάβαστρο	n
eng	alabaster	Noun	tr	variety of gypsum	enm	alabastre
eng	alabaster	Noun	tr	variety of gypsum	epo	alabastro
eng	alabaster	Noun	tr	variety of gypsum	fin	alabasteri
eng	alabaster	Noun	tr	variety of gypsum	fra	albâtre	m
eng	alabaster	Noun	tr	variety of gypsum	gle	albastar	m
eng	alabaster	Noun	tr	variety of gypsum	grc	ἀλάβαστρον	n
eng	alabaster	Noun	tr	variety of gypsum	hbs	alabaster	m
eng	alabaster	Noun	tr	variety of gypsum	heb	בהט	m	tr=báhat
eng	alabaster	Noun	tr	variety of gypsum	hun	alabástrom
eng	alabaster	Noun	tr	variety of gypsum	hye	ալեբաստր
eng	alabaster	Noun	tr	variety of gypsum	ita	alabastro	m
eng	alabaster	Noun	tr	variety of gypsum	jpn	雪花石膏	tr=せっかせっこう, sekka sekkō
