	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Liangping	Proper noun	tr	district	cmn	梁平	sc=Hani
eng	Liangyuan	Proper noun	tr	district	cmn	梁园	sc=Hani
eng	Liangyuan	Proper noun	tr	district	cmn	梁園	sc=Hani
eng	Liangzihu	Proper noun	tr	district in central China	cmn	梁子湖	tr=Liángzihú	sc=Hani
eng	Lianhu	Proper noun	tr	district	cmn	莲湖	sc=Hani
eng	Lianhu	Proper noun	tr	district	cmn	蓮湖	sc=Hani
eng	Lianjiang	Proper noun	tr	county in eastern China; town in eastern China ; alternate form of Lienchiang (Matsu Islands)	cmn	连江	tr=Liánjiāng	sc=Hani
eng	Lianjiang	Proper noun	tr	county in eastern China; town in eastern China ; alternate form of Lienchiang (Matsu Islands)	cmn	連江	sc=Hani
eng	Lianjiang	Proper noun	tr	county in eastern China; town in eastern China ; alternate form of Lienchiang (Matsu Islands)	nan	連江	tr=Liân-kang	sc=Hani
eng	Lianjiang	Proper noun	tr	county-level city in southern China	cmn	廉江	tr=Liánjiāng	sc=Hani
eng	Lianjiang	Proper noun	tr	former township in Sichuan	cmn	联江	tr=Liánjiāng	sc=Hani
eng	Lianjiang	Proper noun	tr	former township in Sichuan	cmn	聯江	sc=Hani
eng	Lianjiang	Proper noun	tr	town in Jiangxi	cmn	潋江	tr=Liànjiāng	sc=Hani
eng	Lianjiang	Proper noun	tr	town in Jiangxi	cmn	瀲江	sc=Hani
eng	Lianjiang	Proper noun	tr	village in Guangxi	cmn	練江	sc=Hani
eng	Lianjiang	Proper noun	tr	village in Guangxi	cmn	练江	tr=Liànjiāng	sc=Hani
eng	Lianyungang	Proper noun	tr	a prefecture-level city in eastern China	cmn	连云港	tr=Liányúngǎng	sc=Hani
eng	Lianyungang	Proper noun	tr	a prefecture-level city in eastern China	cmn	連雲港	sc=Hani
eng	Liaocheng	Proper noun	tr	prefecture-level city in China	cmn	聊城	tr=Liáochéng	sc=Hani
eng	Liaocheng	Proper noun	tr	prefecture-level city in China	hun	Liaocseng
eng	Liberia	Proper noun	tr	country in Western Africa	bul	Либе́рия	f
eng	Liberia	Proper noun	tr	country in Western Africa	cat	Libèria	f
eng	Liberia	Proper noun	tr	country in Western Africa	ces	Libérie	f
eng	Liberia	Proper noun	tr	country in Western Africa	cmn	利比里亚	tr=Lìbǐlǐyà
eng	Liberia	Proper noun	tr	country in Western Africa	cmn	利比里亞
eng	Liberia	Proper noun	tr	country in Western Africa	dan	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	deu	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	ell	Λιβερία	f
eng	Liberia	Proper noun	tr	country in Western Africa	epo	Liberio
eng	Liberia	Proper noun	tr	country in Western Africa	est	Libeeria
eng	Liberia	Proper noun	tr	country in Western Africa	fas	لیبریا	tr=liberiyâ
eng	Liberia	Proper noun	tr	country in Western Africa	fin	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	fra	Liberia	m
eng	Liberia	Proper noun	tr	country in Western Africa	gle	Libéir	f	alt=An Libéir
eng	Liberia	Proper noun	tr	country in Western Africa	glg	Liberia	f
eng	Liberia	Proper noun	tr	country in Western Africa	hau	Laberiya
eng	Liberia	Proper noun	tr	country in Western Africa	hbs	Lìbērija	f
eng	Liberia	Proper noun	tr	country in Western Africa	hbs	Лѝбе̄рија	f
eng	Liberia	Proper noun	tr	country in Western Africa	heb	ליבריה	f	tr=liberya
eng	Liberia	Proper noun	tr	country in Western Africa	hin	लाइबेरिया	m
eng	Liberia	Proper noun	tr	country in Western Africa	hun	Libéria
eng	Liberia	Proper noun	tr	country in Western Africa	hye	Լիբերիա
eng	Liberia	Proper noun	tr	country in Western Africa	ina	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	ita	Liberia	f
eng	Liberia	Proper noun	tr	country in Western Africa	jpn	リベリア	tr=Riberia
eng	Liberia	Proper noun	tr	country in Western Africa	kam	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	kan	ಲೈಬೀರಿಯ
eng	Liberia	Proper noun	tr	country in Western Africa	kat	ლიბერია
eng	Liberia	Proper noun	tr	country in Western Africa	kaz	Либерия
eng	Liberia	Proper noun	tr	country in Western Africa	khm	លីបេរីយ៉ា
eng	Liberia	Proper noun	tr	country in Western Africa	kik	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	kir	Либерия
eng	Liberia	Proper noun	tr	country in Western Africa	kln	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	kor	^라이베리아
eng	Liberia	Proper noun	tr	country in Western Africa	lav	Libērija	f
eng	Liberia	Proper noun	tr	country in Western Africa	lit	Liberija	f
eng	Liberia	Proper noun	tr	country in Western Africa	luo	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	luy	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	mer	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	mkd	Либерија	f
eng	Liberia	Proper noun	tr	country in Western Africa	mon	Либери
eng	Liberia	Proper noun	tr	country in Western Africa	mri	Raipiri
eng	Liberia	Proper noun	tr	country in Western Africa	mya	လိုက်ဘေးရီးယား
eng	Liberia	Proper noun	tr	country in Western Africa	nld	Liberia	n
eng	Liberia	Proper noun	tr	country in Western Africa	nor	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	nrf	Libérie	f
eng	Liberia	Proper noun	tr	country in Western Africa	pol	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	por	Libéria
eng	Liberia	Proper noun	tr	country in Western Africa	ron	Liberia	f
eng	Liberia	Proper noun	tr	country in Western Africa	rus	Либе́рия	f
eng	Liberia	Proper noun	tr	country in Western Africa	sco	Liberie
eng	Liberia	Proper noun	tr	country in Western Africa	slk	Libéria	f
eng	Liberia	Proper noun	tr	country in Western Africa	slv	Libêrija	f
eng	Liberia	Proper noun	tr	country in Western Africa	spa	Liberia	f
eng	Liberia	Proper noun	tr	country in Western Africa	swa	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	swa	Uliberi
eng	Liberia	Proper noun	tr	country in Western Africa	swe	Liberia
eng	Liberia	Proper noun	tr	country in Western Africa	tgk	Либерия
eng	Liberia	Proper noun	tr	country in Western Africa	tha	ไลบีเรีย
eng	Liberia	Proper noun	tr	country in Western Africa	tur	Liberya
eng	Liberia	Proper noun	tr	country in Western Africa	ukr	Лібе́рія	f
eng	Liberia	Proper noun	tr	country in Western Africa	vie	Li-bê-ri-a
eng	Liberia	Proper noun	tr	country in Western Africa	yor	Laberia
eng	Libertarian	Adjective	tr	pertaining to the Libertarian Party	fra	libertarien	m
eng	Libertarian	Adjective	tr	pertaining to the Libertarian Party	kat	ლიბერტარიანელი
eng	Libertarian	Adjective	tr	pertaining to the Libertarian Party	nav	Íholnííh Nahatʼá Bee Dah Ooldah
eng	Libertarian	Adjective	tr	pertaining to the Libertarian Party	vie	tự do	alt=(thuộc đảng) Tự Do
eng	Libertas	Proper noun	tr		lat	Libertas
eng	Liberty Island	Proper noun	tr	island in New York Harbor	cmn	自由岛	tr=zìyóudǎo
eng	Liberty Island	Proper noun	tr	island in New York Harbor	cmn	自由島
eng	Liberty Island	Proper noun	tr	island in New York Harbor	spa	Isla de la Libertad	f
eng	Libra	Noun	tr	Someone with a Libra star sign	cat	balança	m	f
eng	Libra	Noun	tr	Someone with a Libra star sign	cat	libra	m	f
eng	Libra	Noun	tr	Someone with a Libra star sign	dan	vægt	c
eng	Libra	Noun	tr	Someone with a Libra star sign	deu	Waage	f
eng	Libra	Noun	tr	Someone with a Libra star sign	fin	vaaka
eng	Libra	Noun	tr	Someone with a Libra star sign	fra	Balance
eng	Libra	Noun	tr	Someone with a Libra star sign	glg	libra
eng	Libra	Noun	tr	Someone with a Libra star sign	mkd	вага	f
eng	Libra	Noun	tr	Someone with a Libra star sign	mkd	терезија	f
eng	Libra	Noun	tr	Someone with a Libra star sign	nor	vekt
eng	Libra	Noun	tr	Someone with a Libra star sign	por	libriano
eng	Libra	Noun	tr	Someone with a Libra star sign	rus	весы́	m-p
eng	Libra	Proper noun	tr	astrological sign	ara	اَلْمِيزَان	m
eng	Libra	Proper noun	tr	astrological sign	ara	بُرْج اَلْمِيزَان	m
eng	Libra	Proper noun	tr	astrological sign	ast	Balancia
eng	Libra	Proper noun	tr	astrological sign	ast	Balanza	f
eng	Libra	Proper noun	tr	astrological sign	ast	Llibra
eng	Libra	Proper noun	tr	astrological sign	aze	Tərəzi
eng	Libra	Proper noun	tr	astrological sign	bre	Mentell
eng	Libra	Proper noun	tr	astrological sign	cat	Balança	f
eng	Libra	Proper noun	tr	astrological sign	cmn	天秤宫	tr=tiānchèngōng	sc=Hani
eng	Libra	Proper noun	tr	astrological sign	cmn	天秤宮	sc=Hani
eng	Libra	Proper noun	tr	astrological sign	cmn	天秤座	tr=tiānchènzuò	sc=Hani
eng	Libra	Proper noun	tr	astrological sign	cor	Mantol	f	alt=an Vantol
eng	Libra	Proper noun	tr	astrological sign	cym	Mantol	f	alt=y Fantol
eng	Libra	Proper noun	tr	astrological sign	dan	Vægten
eng	Libra	Proper noun	tr	astrological sign	deu	Waage	f
eng	Libra	Proper noun	tr	astrological sign	ell	Ζυγός	m
eng	Libra	Proper noun	tr	astrological sign	fas	ترازو	tr=tarâzu
eng	Libra	Proper noun	tr	astrological sign	fin	Vaaka
eng	Libra	Proper noun	tr	astrological sign	fra	Balance
eng	Libra	Proper noun	tr	astrological sign	gla	Meidh
eng	Libra	Proper noun	tr	astrological sign	gle	Meá	f	alt=an Mheá
eng	Libra	Proper noun	tr	astrological sign	glg	Balanza
eng	Libra	Proper noun	tr	astrological sign	glg	Libra
eng	Libra	Proper noun	tr	astrological sign	glv	Meihaghyn	m-p	alt=Ny Meihaghyn
eng	Libra	Proper noun	tr	astrological sign	grc	Ζυγόν	n
eng	Libra	Proper noun	tr	astrological sign	hbs	Vaga	f
eng	Libra	Proper noun	tr	astrological sign	hbs	Вага	f	sc=Cyrl
eng	Libra	Proper noun	tr	astrological sign	heb	מאזניים	tr=moznáim	alt=מֹאזְנַיִם
eng	Libra	Proper noun	tr	astrological sign	hin	तराज़ू	m
eng	Libra	Proper noun	tr	astrological sign	hin	तुला	f
eng	Libra	Proper noun	tr	astrological sign	hin	मीजान	m
eng	Libra	Proper noun	tr	astrological sign	hin	मीज़ान	m
eng	Libra	Proper noun	tr	astrological sign	hun	Mérleg
eng	Libra	Proper noun	tr	astrological sign	hye	Կշեռք
eng	Libra	Proper noun	tr	astrological sign	isl	vog	f
eng	Libra	Proper noun	tr	astrological sign	ita	Bilancia	f
eng	Libra	Proper noun	tr	astrological sign	jpn	天秤宮	tr=てんびんきゅう, tenbinkyū
eng	Libra	Proper noun	tr	astrological sign	kat	სასწორი
eng	Libra	Proper noun	tr	astrological sign	kaz	Мизам
eng	Libra	Proper noun	tr	astrological sign	kaz	Таразы
eng	Libra	Proper noun	tr	astrological sign	khm	តុលា
eng	Libra	Proper noun	tr	astrological sign	lao	ຕຸລາ
eng	Libra	Proper noun	tr	astrological sign	lat	Lībra	f
eng	Libra	Proper noun	tr	astrological sign	lav	Svari
eng	Libra	Proper noun	tr	astrological sign	ltz	Wo	f
eng	Libra	Proper noun	tr	astrological sign	mkd	вага	f
eng	Libra	Proper noun	tr	astrological sign	mkd	терезија	f
eng	Libra	Proper noun	tr	astrological sign	mlt	Libra
eng	Libra	Proper noun	tr	astrological sign	mlt	Miżien
eng	Libra	Proper noun	tr	astrological sign	msa	Libra
eng	Libra	Proper noun	tr	astrological sign	msa	Mizan
eng	Libra	Proper noun	tr	astrological sign	msa	Neraca
eng	Libra	Proper noun	tr	astrological sign	mya	တူ
eng	Libra	Proper noun	tr	astrological sign	nld	Weegschaal	f
eng	Libra	Proper noun	tr	astrological sign	nor	Vekta	f
eng	Libra	Proper noun	tr	astrological sign	nor	Vekta	f
eng	Libra	Proper noun	tr	astrological sign	nor	Vekten	m
eng	Libra	Proper noun	tr	astrological sign	pol	Waga	f
eng	Libra	Proper noun	tr	astrological sign	por	Libra	f
eng	Libra	Proper noun	tr	astrological sign	ron	Balanță
eng	Libra	Proper noun	tr	astrological sign	rus	Весы́	m-p
eng	Libra	Proper noun	tr	astrological sign	san	तुला	f
eng	Libra	Proper noun	tr	astrological sign	san	वणिज्	m
eng	Libra	Proper noun	tr	astrological sign	slv	Tehtnica	f
eng	Libra	Proper noun	tr	astrological sign	spa	Libra	f
eng	Libra	Proper noun	tr	astrological sign	sqi	Peshorja	f
eng	Libra	Proper noun	tr	astrological sign	swa	Mizani
eng	Libra	Proper noun	tr	astrological sign	swe	Vågen
eng	Libra	Proper noun	tr	astrological sign	tel	తుల
eng	Libra	Proper noun	tr	astrological sign	tel	తులారాశి
eng	Libra	Proper noun	tr	astrological sign	tgl	Talaro
eng	Libra	Proper noun	tr	astrological sign	tha	ตุล
eng	Libra	Proper noun	tr	astrological sign	tur	Terazi
eng	Libra	Proper noun	tr	constellation	ara	اَلْمِيزَان	m
eng	Libra	Proper noun	tr	constellation	ara	بُرْج اَلْمِيزَان	m
eng	Libra	Proper noun	tr	constellation	aze	Tərəzi
eng	Libra	Proper noun	tr	constellation	bre	Balañs	f
eng	Libra	Proper noun	tr	constellation	cat	Balança	f
eng	Libra	Proper noun	tr	constellation	cmn	天秤座	tr=Tiānchèngzuò	sc=Hani
eng	Libra	Proper noun	tr	constellation	cor	Mantol	f	alt=an Vantol
eng	Libra	Proper noun	tr	constellation	cym	Mantol	f	alt=y Fantol
eng	Libra	Proper noun	tr	constellation	dan	Vægten
eng	Libra	Proper noun	tr	constellation	deu	Waage	f
eng	Libra	Proper noun	tr	constellation	ell	Ζυγός	m
eng	Libra	Proper noun	tr	constellation	fin	Vaaka
eng	Libra	Proper noun	tr	constellation	fra	Balance	f
eng	Libra	Proper noun	tr	constellation	gla	Meidh
eng	Libra	Proper noun	tr	constellation	gle	Meá	f	alt=an Mheá
eng	Libra	Proper noun	tr	constellation	glg	Balanza
eng	Libra	Proper noun	tr	constellation	glg	Libra
eng	Libra	Proper noun	tr	constellation	glv	Meihaghyn	m-p	alt=Ny Meihaghyn
eng	Libra	Proper noun	tr	constellation	grc	Ζυγόν	n
eng	Libra	Proper noun	tr	constellation	hbs	Vaga	f
eng	Libra	Proper noun	tr	constellation	hbs	Вага	f	sc=Cyrl
eng	Libra	Proper noun	tr	constellation	heb	מֹאזְנַיִם	tr=moznáim
eng	Libra	Proper noun	tr	constellation	hin	तराज़ू	m
eng	Libra	Proper noun	tr	constellation	hin	तुला	f
eng	Libra	Proper noun	tr	constellation	hin	मीजान	m
eng	Libra	Proper noun	tr	constellation	hin	मीज़ान	m
eng	Libra	Proper noun	tr	constellation	hun	Mérleg
eng	Libra	Proper noun	tr	constellation	hye	Կշեռք
eng	Libra	Proper noun	tr	constellation	ita	Bilancia	f
eng	Libra	Proper noun	tr	constellation	jpn	てんびん座	tr=てんびんざ, tenbinza
eng	Libra	Proper noun	tr	constellation	jpn	天秤座	tr=てんびんざ, tenbinza
eng	Libra	Proper noun	tr	constellation	kaz	Мизам
eng	Libra	Proper noun	tr	constellation	kaz	Таразы
eng	Libra	Proper noun	tr	constellation	kor	천칭 자리
eng	Libra	Proper noun	tr	constellation	lat	Lībra	f
eng	Libra	Proper noun	tr	constellation	mkd	Вага	f
eng	Libra	Proper noun	tr	constellation	mkd	Терезија	f
eng	Libra	Proper noun	tr	constellation	mlt	Libra
eng	Libra	Proper noun	tr	constellation	msa	Libra
eng	Libra	Proper noun	tr	constellation	msa	Mizan
eng	Libra	Proper noun	tr	constellation	msa	Neraca
eng	Libra	Proper noun	tr	constellation	nld	Weegschaal	f
eng	Libra	Proper noun	tr	constellation	nor	Vekta	f
eng	Libra	Proper noun	tr	constellation	nor	Vekta	f
eng	Libra	Proper noun	tr	constellation	nor	Vekten	m
eng	Libra	Proper noun	tr	constellation	pol	Waga	f
eng	Libra	Proper noun	tr	constellation	por	Balança	f
eng	Libra	Proper noun	tr	constellation	por	Libra	f
eng	Libra	Proper noun	tr	constellation	ron	Balanța	f
eng	Libra	Proper noun	tr	constellation	rus	Весы́	m-p
eng	Libra	Proper noun	tr	constellation	san	तुला	f
eng	Libra	Proper noun	tr	constellation	san	वणिज्	m
eng	Libra	Proper noun	tr	constellation	slv	Tehtnica	f
eng	Libra	Proper noun	tr	constellation	spa	Libra	f
eng	Libra	Proper noun	tr	constellation	tel	తుల
eng	Libra	Proper noun	tr	constellation	tel	తులారాశి
eng	Libra	Proper noun	tr	constellation	tgl	Talaro
eng	Libra	Proper noun	tr	constellation	tur	Terazi
eng	Libra	Proper noun	tr	constellation	urd	ترازو	m	tr=tarāzū
eng	Libra	Proper noun	tr	constellation	urd	تلا	f	tr=tulā
eng	Libra	Proper noun	tr	constellation	urd	میزان	m	tr=mīzān
eng	Libreville	Proper noun	tr	capital of Gabon	ara	لِيبْرِفِيل	f	tr=librifīl
eng	Libreville	Proper noun	tr	capital of Gabon	bel	Лібрэві́ль	m
eng	Libreville	Proper noun	tr	capital of Gabon	bul	Либреви́л	m
eng	Libreville	Proper noun	tr	capital of Gabon	cmn	利伯維爾
eng	Libreville	Proper noun	tr	capital of Gabon	cmn	利伯维尔	tr=Lìbówéi'ěr
eng	Libreville	Proper noun	tr	capital of Gabon	dan	Libreville
eng	Libreville	Proper noun	tr	capital of Gabon	epo	Librevilo
eng	Libreville	Proper noun	tr	capital of Gabon	fas	لیبرویل	tr=librevil
eng	Libreville	Proper noun	tr	capital of Gabon	hin	लिबरेविले	m
eng	Libreville	Proper noun	tr	capital of Gabon	hye	Լիբրեւիլ
eng	Libreville	Proper noun	tr	capital of Gabon	jpn	リーブルヴィル	tr=Rīburuviru
eng	Libreville	Proper noun	tr	capital of Gabon	kat	ლიბრევილი
