	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Álava	Proper noun	tr	province	cat	Àlaba
eng	Álava	Proper noun	tr	province	cmn	阿拉瓦	tr=Ālāwǎ
eng	Álava	Proper noun	tr	province	eus	Araba
eng	Álava	Proper noun	tr	province	glg	Áraba	f
eng	Álava	Proper noun	tr	province	jpn	アラバ	tr=Araba
eng	Álava	Proper noun	tr	province	por	Álava	f
eng	Álava	Proper noun	tr	province	spa	Álava
eng	Álava	Proper noun	tr	province	zho	阿拉瓦
eng	Árpád stripe	Noun	tr	stripe used in Hungarian heraldry	hun	árpádsáv
eng	Ávila	Proper noun	tr	city in Spain	cat	Àvila	f
eng	Ávila	Proper noun	tr	city in Spain	glg	Ávila	f
eng	Ávila	Proper noun	tr	city in Spain	spa	Ávila	f
eng	Ávila	Proper noun	tr	province of Spain	cat	Àvila	f
eng	Ávila	Proper noun	tr	province of Spain	glg	Ávila	f
eng	Ávila	Proper noun	tr	province of Spain	spa	Ávila	f
