	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Nørrebro	Proper noun	tr	area of Copenhagen	dan	Nørrebro	c
eng	Nørrebro	Proper noun	tr	area of Copenhagen	isl	Norðurbrú	f
