	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	übermensch	Noun	tr	figure in Nazi ideology	ces	nadčlověk	m
eng	übermensch	Noun	tr	figure in Nazi ideology	cmn	超人	tr=cháorén
eng	übermensch	Noun	tr	figure in Nazi ideology	dan	overmenneske	n
eng	übermensch	Noun	tr	figure in Nazi ideology	deu	Übermensch	m
eng	übermensch	Noun	tr	figure in Nazi ideology	fin	yli-ihminen
eng	übermensch	Noun	tr	figure in Nazi ideology	fra	surhomme	m
eng	übermensch	Noun	tr	figure in Nazi ideology	hbs	nadčovek	m
eng	übermensch	Noun	tr	figure in Nazi ideology	hbs	natčovek	m
eng	übermensch	Noun	tr	figure in Nazi ideology	kor	초인
eng	übermensch	Noun	tr	figure in Nazi ideology	kor	超人
eng	übermensch	Noun	tr	figure in Nazi ideology	mkd	на́дчовек	m
eng	übermensch	Noun	tr	figure in Nazi ideology	mkd	на́тчовек	m
eng	übermensch	Noun	tr	figure in Nazi ideology	por	super-homem	m
eng	übermensch	Noun	tr	figure in Nazi ideology	rus	сверхчелове́к	m
eng	übermensch	Noun	tr	figure in Nazi ideology	swe	övermänniska	c
eng	übermensch	Noun	tr	figure in Nazi ideology	vie	siêu nhân
eng	übermensch	Noun	tr	figure in Nazi ideology	vie	超人
eng	übermensch	Noun	tr	figure in Nietzschean philosophy	cmn	超人
eng	übermensch	Noun	tr	figure in Nietzschean philosophy	deu	Übermensch	m
eng	übermensch	Noun	tr	figure in Nietzschean philosophy	por	super-homem	m
eng	übermensch	Noun	tr	figure in Nietzschean philosophy	rus	сверхчелове́к	m
eng	übermensch	Noun	tr	figure in Nietzschean philosophy	spa	superhombre	m
eng	übermensch	Noun	tr	figure in Nietzschean philosophy	yid	איבערמענטש	m
