	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	68-95-99.7 rule	Proper noun	tr	statistics: empirical rule of 3σ	rus	пра́вило трёх си́гм
