	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	13th	Adjective	tr		afr	13de
eng	13th	Adjective	tr		ceb	ika-13
eng	13th	Adjective	tr		ces	13.
eng	13th	Adjective	tr		deu	13.
eng	13th	Adjective	tr		fao	13.
eng	13th	Adjective	tr		fra	13ème
eng	13th	Adjective	tr		gle	13ú
eng	13th	Adjective	tr		glv	13oo
eng	13th	Adjective	tr		isl	13.
eng	13th	Adjective	tr		ita	13º
eng	13th	Adjective	tr		kmr	13.
eng	13th	Adjective	tr		kmr	13em
eng	13th	Adjective	tr		nld	13de
eng	13th	Adjective	tr		nld	13e
eng	13th	Adjective	tr		nor	13.
eng	13th	Adjective	tr		pol	13.
eng	13th	Adjective	tr		rus	13-ый
eng	13th	Adjective	tr		swe	13:e
eng	13th	Adjective	tr		tur	13.
eng	13th	Adjective	tr		tur	13'üncü
