	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	G8	Proper noun	tr	Group of 8	ara	مَجْمُوعَةْ ٨	f
eng	G8	Proper noun	tr	Group of 8	ara	مَجْمُوعَةْ اَلثُّمَانِيّ
eng	G8	Proper noun	tr	Group of 8	cmn	八国集团	tr=bā guó jítuán	sc=Hani
eng	G8	Proper noun	tr	Group of 8	cmn	八國集團	sc=Hani
eng	G8	Proper noun	tr	Group of 8	deu	Gruppe der Acht	f
eng	G8	Proper noun	tr	Group of 8	fra	Groupe des huit	f
eng	G8	Proper noun	tr	Group of 8	hin	समूह-८
eng	G8	Proper noun	tr	Group of 8	jpn	ジーエイト	tr=jī-eito
eng	G8	Proper noun	tr	Group of 8	jpn	主要８ヶ国	tr=しゅようはっかこく, Shuyō Hakka Koku
eng	G8	Proper noun	tr	Group of 8	jpn	主要八ヶ国	tr=しゅようはっかこく, Shuyō Hakka Koku
eng	G8	Proper noun	tr	Group of 8	kat	დიდი რვიანი
eng	G8	Proper noun	tr	Group of 8	kor	^지에이트
eng	G8	Proper noun	tr	Group of 8	pol	G8	n
eng	G8	Proper noun	tr	Group of 8	por	Grupo dos Oito	m
eng	G8	Proper noun	tr	Group of 8	rus	Больша́я восьмёрка	f
eng	G8	Proper noun	tr	Group of 8	spa	grupo de los ocho	m
