	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	P U	Interjection	tr	response to an unpleasant scent	pol	fe
eng	P U	Interjection	tr	response to an unpleasant scent	pol	fu
eng	P U	Interjection	tr	response to an unpleasant scent	pol	fuj
