	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Qoghan	Proper noun	tr	township	cmn	浩罕	tr=Hàohǎn	sc=Hani
eng	Qoghan	Proper noun	tr	township	uig	قوغان	sc=ug-Arab
eng	Qom	Proper noun	tr	city in Iran	aze	Qum
eng	Qom	Proper noun	tr	city in Iran	fas	قم	tr=qom
eng	Qom	Proper noun	tr	city in Iran	hye	Ղում
eng	Qom	Proper noun	tr	city in Iran	jpn	ゴム	tr=Gomu	sc=Jpan
eng	Qom	Proper noun	tr	city in Iran	rus	Кум	m
eng	Qom	Proper noun	tr	city in Iran	spa	Qom
eng	Qom	Proper noun	tr	city in Iran	spa	Qum
eng	Qom	Proper noun	tr	city in Iran	tgk	Қум	sc=Cyrl
eng	qoph	Noun	tr	Semitic letter	cat	cof	f
eng	qoph	Noun	tr	Semitic letter	fin	qof
eng	qoph	Noun	tr	Semitic letter	heb	ק
eng	qoph	Noun	tr	Semitic letter	heb	קוּף	f	tr=quf
eng	qoph	Noun	tr	Semitic letter	lat	coph	n
eng	qoph	Noun	tr	Semitic letter	msa	qaf
eng	qoph	Noun	tr	Semitic letter	nld	koef
eng	qoph	Noun	tr	Semitic letter	yid	קוף	m	f
