	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Egeria	Proper noun	tr	Asteroid	ell	Ηγερία	f
eng	Egeria	Proper noun	tr	The Roman nymph or goddess	ell	Ηγερία	f
eng	Eger	Proper noun	tr	city in Hungary	hun	Eger
eng	Egyptian plover	Noun	tr	''Pluvianus aegyptius''	grc	τροχίλος	m
eng	Egyptian plover	Noun	tr	''Pluvianus aegyptius''	nav	táłkááʼtsʼin yaa áhályání
eng	Egyptian plover	Noun	tr	''Pluvianus aegyptius''	nld	krokodilwachter	m
eng	Egyptian plover	Noun	tr	''Pluvianus aegyptius''	pol	pijawnik	m
eng	Egyptian plover	Noun	tr	''Pluvianus aegyptius''	rus	еги́петский бегуно́к	m
eng	Egyptian plover	Noun	tr	''Pluvianus aegyptius''	rus	крокоди́лов сто́рож	m
eng	Egyptian	Proper noun	tr	language	ang	Egyptisċ	n
eng	Egyptian	Proper noun	tr	language	ara	مَصْرِيَّة	f
eng	Egyptian	Proper noun	tr	language	ara	مِصْرِيَّة	f
eng	Egyptian	Proper noun	tr	language	bul	египетски	sc=Cyrl
eng	Egyptian	Proper noun	tr	language	cat	egipci	m
eng	Egyptian	Proper noun	tr	language	ces	egyptština	f
eng	Egyptian	Proper noun	tr	language	cmn	埃及語	sc=Hani
eng	Egyptian	Proper noun	tr	language	cmn	埃及语	tr=Āijíyǔ	sc=Hani
eng	Egyptian	Proper noun	tr	language	cop	ⲁⲓⲅⲩⲡⲧⲓⲁⲕⲟⲛ
eng	Egyptian	Proper noun	tr	language	cor	Ejyptek	m
eng	Egyptian	Proper noun	tr	language	cym	Eiffteg	f
eng	Egyptian	Proper noun	tr	language	deu	Ägyptisch	n
eng	Egyptian	Proper noun	tr	language	ell	αιγυπτιακά	n-p
eng	Egyptian	Proper noun	tr	language	fin	egypti
eng	Egyptian	Proper noun	tr	language	fra	égyptien	m
eng	Egyptian	Proper noun	tr	language	gle	Éigiptis	f
eng	Egyptian	Proper noun	tr	language	glg	exipcio	m
eng	Egyptian	Proper noun	tr	language	hbs	egipatski	m	alt=ègipatskī jèzik
eng	Egyptian	Proper noun	tr	language	hbs	египатски	m	alt=египатски језик	sc=Cyrl
eng	Egyptian	Proper noun	tr	language	heb	מצרית	tr=mitsrit
eng	Egyptian	Proper noun	tr	language	hin	मिसरी	f
eng	Egyptian	Proper noun	tr	language	hun	egyiptomi
eng	Egyptian	Proper noun	tr	language	isl	egypska	f
eng	Egyptian	Proper noun	tr	language	ita	egizio	m
eng	Egyptian	Proper noun	tr	language	ita	lingua egizia	f
eng	Egyptian	Proper noun	tr	language	jpn	エジプト語	tr=Ejiputo-go	sc=Jpan
eng	Egyptian	Proper noun	tr	language	kat	ეგვიპტური
eng	Egyptian	Proper noun	tr	language	msa	bahasa Mesir
eng	Egyptian	Proper noun	tr	language	msa	Mesir
eng	Egyptian	Proper noun	tr	language	nld	Egyptisch	n
eng	Egyptian	Proper noun	tr	language	nno	egyptisk	m
eng	Egyptian	Proper noun	tr	language	nob	egyptisk	m
eng	Egyptian	Proper noun	tr	language	pol	egipski
eng	Egyptian	Proper noun	tr	language	por	egípcio	m
eng	Egyptian	Proper noun	tr	language	ron	egipteană	f
eng	Egyptian	Proper noun	tr	language	rus	еги́петский
eng	Egyptian	Proper noun	tr	language	spa	egipcio	m
eng	Egyptian	Proper noun	tr	language	swa	Kimisri
eng	Egyptian	Proper noun	tr	language	swe	egyptiska	c
eng	Egyptian	Proper noun	tr	language	swe	fornegyptiska	c
eng	Egyptian	Proper noun	tr	language	vie	tiếng Ai Cập
eng	Egyptian	Proper noun	tr	language	vol	Lägüptänapük
eng	Egyptian	Proper noun	tr	language	vol	Vöna-Lägüptänapük
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	cat	aufrany	m
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	fin	pikkukorppikotka
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	heb	רָחָם	tr=raḥám
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	ita	capovaccaio	m
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	kal	nattoraliusaq qillorniaq
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	kum	мурдар этниашайгъан къуш
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	mlt	avultun abjad	m
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	pol	białosęp	m
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	pol	ścierwnik	m
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	sqi	kali i qyqes
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	sqi	mjellbardhë	f
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	swe	smutsgam	c
eng	Egyptian vulture	Noun	tr	'''Neophron percnopterus'''	tur	küçük akbaba
eng	Egyptize	Verb	tr	to give an Egyptian character or appearance to.	epo	egiptigi
eng	Egyptological	Adjective	tr		ell	αιγυπτιολογικός
eng	Egyptological	Adjective	tr		hun	egyiptológiai
eng	Egyptological	Adjective	tr		rus	египтологический
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	bul	египтолог	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	bul	египтоложка	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	cat	egiptòleg	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	ces	egyptolog	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	cmn	埃及古物学者	tr=Aījí gǔwù xuézhě	sc=Hani
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	cmn	埃及古物學者	sc=Hani
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	cmn	埃及学家	tr=Aījí xuéjiā	sc=Hani
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	cmn	埃及學家	sc=Hani
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	deu	Ägyptologe	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	deu	Ägyptologin	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	ell	αιγυπτιολόγος	m	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	fin	egyptologi
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	fra	égyptologue	m	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	hun	egyiptológus
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	ita	Egittogista	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	ita	Egittogisto	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	lat	Aegyptologista	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	lat	Aegyptologistus	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	nld	Egyptologe	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	nld	Egyptoloog	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	pol	egiptolog
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	por	egiptólogo	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	rus	египто́лог	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	spa	egiptóloga	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	spa	egiptólogo	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	vol	hi-Lägüptänavan	m
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	vol	ji-Lägüptänavan	f
eng	Egyptologist	Noun	tr	A person; one who is skilled professes or practices Egyptology	vol	Lägüptänavan	m	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	ara	عِلْم اَلْمِصْرِيَّات
eng	Egyptology	Noun	tr	the study of ancient Egypt	cat	egiptologia	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	ces	egyptologie	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	deu	Ägyptologie	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	ell	αιγυπτιολογία	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	epo	egiptologio
eng	Egyptology	Noun	tr	the study of ancient Egypt	fin	egyptologia
eng	Egyptology	Noun	tr	the study of ancient Egypt	fra	égyptologie	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	gle	Éigipteolaíocht	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	glg	exiptoloxía	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	hun	egyiptológia
eng	Egyptology	Noun	tr	the study of ancient Egypt	ido	egiptologio
eng	Egyptology	Noun	tr	the study of ancient Egypt	ita	egittologia
eng	Egyptology	Noun	tr	the study of ancient Egypt	khm	អេហ្សីបវិទ្យា	tr=eeziip vityie	sc=Khmr
eng	Egyptology	Noun	tr	the study of ancient Egypt	lat	aegyptologia
eng	Egyptology	Noun	tr	the study of ancient Egypt	msa	kaji Mesir purba
eng	Egyptology	Noun	tr	the study of ancient Egypt	nld	egyptologie	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	pol	egiptologia	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	por	egiptologia	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	rus	египтоло́гия	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	slk	egyptológia	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	spa	egiptología	f
eng	Egyptology	Noun	tr	the study of ancient Egypt	swe	egyptologi	c
eng	Egyptology	Noun	tr	the study of ancient Egypt	vol	Lägüptänav
eng	Egypt	Proper noun	tr	country in North Africa	abk	Мсыр
eng	Egypt	Proper noun	tr	country in North Africa	abk	Мысра
eng	Egypt	Proper noun	tr	country in North Africa	acw	مَصُر	f	tr=maṣur
eng	Egypt	Proper noun	tr	country in North Africa	ady	Мысыр
eng	Egypt	Proper noun	tr	country in North Africa	afr	Egipte
eng	Egypt	Proper noun	tr	country in North Africa	akk	𒆳𒈬𒀫	tr=māt muṣur
eng	Egypt	Proper noun	tr	country in North Africa	amh	ምሥር
eng	Egypt	Proper noun	tr	country in North Africa	amh	ግብፅ
eng	Egypt	Proper noun	tr	country in North Africa	ang	Egypta land	n
eng	Egypt	Proper noun	tr	country in North Africa	ara	مِصْر	f
eng	Egypt	Proper noun	tr	country in North Africa	arc	מצרין	tr=miṣrēn
eng	Egypt	Proper noun	tr	country in North Africa	arc	ܡܨܪܝܢ	tr=miṣrēn
eng	Egypt	Proper noun	tr	country in North Africa	ary	مصر	tr=miṣr
eng	Egypt	Proper noun	tr	country in North Africa	arz	مصر	f	tr=maṣr
eng	Egypt	Proper noun	tr	country in North Africa	asm	মিছৰ
eng	Egypt	Proper noun	tr	country in North Africa	ast	Exiptu	m
eng	Egypt	Proper noun	tr	country in North Africa	aze	Misir
eng	Egypt	Proper noun	tr	country in North Africa	bak	Мысыр	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	bar	Ägypten	n
eng	Egypt	Proper noun	tr	country in North Africa	bar	Ägyptn	n
eng	Egypt	Proper noun	tr	country in North Africa	bar	Egyptn	n
eng	Egypt	Proper noun	tr	country in North Africa	bel	Егі́пет	m
eng	Egypt	Proper noun	tr	country in North Africa	ben	মিশর	sc=Beng
eng	Egypt	Proper noun	tr	country in North Africa	ben	মিসর	sc=Beng
eng	Egypt	Proper noun	tr	country in North Africa	bod	ཨའི་ཅི
eng	Egypt	Proper noun	tr	country in North Africa	bre	Egipt
eng	Egypt	Proper noun	tr	country in North Africa	bul	Еги́пет	m	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	cat	Egipte	m
eng	Egypt	Proper noun	tr	country in North Africa	cdo	埃及	tr=Ăi-gĭk
eng	Egypt	Proper noun	tr	country in North Africa	ces	Egypt	m
eng	Egypt	Proper noun	tr	country in North Africa	che	Мисар
eng	Egypt	Proper noun	tr	country in North Africa	chu	Єгѷптъ	m
eng	Egypt	Proper noun	tr	country in North Africa	ckb	میسر
eng	Egypt	Proper noun	tr	country in North Africa	cmn	埃及	tr=Āijí	sc=Hani
eng	Egypt	Proper noun	tr	country in North Africa	cop	ⲕⲏⲙⲉ
eng	Egypt	Proper noun	tr	country in North Africa	cop	ⲭⲏⲙⲓ
eng	Egypt	Proper noun	tr	country in North Africa	cor	Ejyp	m
eng	Egypt	Proper noun	tr	country in North Africa	cos	Egittu	m
eng	Egypt	Proper noun	tr	country in North Africa	crh	Mısır
eng	Egypt	Proper noun	tr	country in North Africa	cym	Aifft	f	alt=yr Aifft
eng	Egypt	Proper noun	tr	country in North Africa	dan	Ægypten	n
eng	Egypt	Proper noun	tr	country in North Africa	dan	Egypten	n
eng	Egypt	Proper noun	tr	country in North Africa	deu	Ägypten	n
eng	Egypt	Proper noun	tr	country in North Africa	deu	Altägypten	n
eng	Egypt	Proper noun	tr	country in North Africa	deu	Altes Ägypten	n
eng	Egypt	Proper noun	tr	country in North Africa	div	މިޞްރު
eng	Egypt	Proper noun	tr	country in North Africa	dsb	Egyptojska	f
eng	Egypt	Proper noun	tr	country in North Africa	ell	Αίγυπτος	f
eng	Egypt	Proper noun	tr	country in North Africa	epo	Egiptio
eng	Egypt	Proper noun	tr	country in North Africa	epo	Egiptujo
eng	Egypt	Proper noun	tr	country in North Africa	est	Egiptus
eng	Egypt	Proper noun	tr	country in North Africa	fao	Egyptaland	n
eng	Egypt	Proper noun	tr	country in North Africa	fas	مصر	tr=mesr	sc=fa-Arab
eng	Egypt	Proper noun	tr	country in North Africa	fin	Egypti
eng	Egypt	Proper noun	tr	country in North Africa	fra	Égypte	f
eng	Egypt	Proper noun	tr	country in North Africa	gcf	Ejip	f
eng	Egypt	Proper noun	tr	country in North Africa	gla	An Èipheit
eng	Egypt	Proper noun	tr	country in North Africa	gle	Éigipt	f	alt=An Éigipt
eng	Egypt	Proper noun	tr	country in North Africa	gle	Poblacht Arabach na hÉigipte	f
eng	Egypt	Proper noun	tr	country in North Africa	glg	Exipto	m
eng	Egypt	Proper noun	tr	country in North Africa	glv	Eajipt	f
eng	Egypt	Proper noun	tr	country in North Africa	grc	Αἴγυπτος	f
eng	Egypt	Proper noun	tr	country in North Africa	guj	ઇજિપ્ત
eng	Egypt	Proper noun	tr	country in North Africa	guj	મિસર
eng	Egypt	Proper noun	tr	country in North Africa	hak	埃及	tr=Âi-khi̍p
eng	Egypt	Proper noun	tr	country in North Africa	hat	Ejip	f
eng	Egypt	Proper noun	tr	country in North Africa	hau	Masar
eng	Egypt	Proper noun	tr	country in North Africa	hau	Misira
eng	Egypt	Proper noun	tr	country in North Africa	haw	ʻAikupika
eng	Egypt	Proper noun	tr	country in North Africa	hbs	Ègipat	m
eng	Egypt	Proper noun	tr	country in North Africa	hbs	Mìsīr	m
eng	Egypt	Proper noun	tr	country in North Africa	hbs	Ѐгипат	m
eng	Egypt	Proper noun	tr	country in North Africa	hbs	Мѝсӣр	m
eng	Egypt	Proper noun	tr	country in North Africa	heb	מִצְרַיִם	f	tr=mitsráyim	sc=Hebr
eng	Egypt	Proper noun	tr	country in North Africa	hin	इजिप्ट	sc=Deva
eng	Egypt	Proper noun	tr	country in North Africa	hin	इजिप्त	sc=Deva
eng	Egypt	Proper noun	tr	country in North Africa	hin	मिसर	m
eng	Egypt	Proper noun	tr	country in North Africa	hin	मिस्त्र
eng	Egypt	Proper noun	tr	country in North Africa	hin	मिस्र	m
eng	Egypt	Proper noun	tr	country in North Africa	hit	𒈪𒄑𒊑	ts=mid͡zri	tr=mi-iz-ri
eng	Egypt	Proper noun	tr	country in North Africa	hun	Egyiptom
eng	Egypt	Proper noun	tr	country in North Africa	hye	Եգիպտոս
eng	Egypt	Proper noun	tr	country in North Africa	ido	Egiptia
eng	Egypt	Proper noun	tr	country in North Africa	ina	Egypto
eng	Egypt	Proper noun	tr	country in North Africa	ind	Mesir
eng	Egypt	Proper noun	tr	country in North Africa	isl	Egiptaland	n
eng	Egypt	Proper noun	tr	country in North Africa	isl	Egyptaland	n
eng	Egypt	Proper noun	tr	country in North Africa	ita	Egitto	m
eng	Egypt	Proper noun	tr	country in North Africa	jct	Мысыр
eng	Egypt	Proper noun	tr	country in North Africa	jpn	エジプト	tr=Ejiputo
eng	Egypt	Proper noun	tr	country in North Africa	jpn	埃及	tr=Ejiputo
eng	Egypt	Proper noun	tr	country in North Africa	jra	čar Êjĭp
eng	Egypt	Proper noun	tr	country in North Africa	kab	Maṣer
eng	Egypt	Proper noun	tr	country in North Africa	kam	Misri
eng	Egypt	Proper noun	tr	country in North Africa	kan	ಈಜಿಪ್ಟ್
eng	Egypt	Proper noun	tr	country in North Africa	kas	مِسر
eng	Egypt	Proper noun	tr	country in North Africa	kat	ეგვიპტე	sc=Geor
eng	Egypt	Proper noun	tr	country in North Africa	kaz	Мысыр	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	khm	អេហ៊្សីប
eng	Egypt	Proper noun	tr	country in North Africa	kik	Misri
eng	Egypt	Proper noun	tr	country in North Africa	kir	Мысыр	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	kir	Эгипет	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	kln	Misri
eng	Egypt	Proper noun	tr	country in North Africa	kmr	Misir
eng	Egypt	Proper noun	tr	country in North Africa	kor	^이집트
eng	Egypt	Proper noun	tr	country in North Africa	kum	Мисри	tr=Misri
eng	Egypt	Proper noun	tr	country in North Africa	lad	Ayifto
eng	Egypt	Proper noun	tr	country in North Africa	lao	ເອຢິບ
eng	Egypt	Proper noun	tr	country in North Africa	lat	Aegyptus	f
eng	Egypt	Proper noun	tr	country in North Africa	lav	Ēģipte	f
eng	Egypt	Proper noun	tr	country in North Africa	lez	Мисри
eng	Egypt	Proper noun	tr	country in North Africa	lit	Egiptas	m
eng	Egypt	Proper noun	tr	country in North Africa	luo	Misri
eng	Egypt	Proper noun	tr	country in North Africa	luy	Misri
eng	Egypt	Proper noun	tr	country in North Africa	mal	ഈജിപ്റ്റ്‌
eng	Egypt	Proper noun	tr	country in North Africa	mar	इजिप्त
eng	Egypt	Proper noun	tr	country in North Africa	mer	Misri
eng	Egypt	Proper noun	tr	country in North Africa	mkd	Египет	m
eng	Egypt	Proper noun	tr	country in North Africa	mlg	Ejipta
eng	Egypt	Proper noun	tr	country in North Africa	mlt	Eġittu	alt=l-Eġittu
eng	Egypt	Proper noun	tr	country in North Africa	mnc	ᡝᡤᡳᡦᡨ
eng	Egypt	Proper noun	tr	country in North Africa	mon	Египет
eng	Egypt	Proper noun	tr	country in North Africa	mon	Мисир
eng	Egypt	Proper noun	tr	country in North Africa	mri	Īhipa
eng	Egypt	Proper noun	tr	country in North Africa	mrw	Misir
eng	Egypt	Proper noun	tr	country in North Africa	msa	Mesir
eng	Egypt	Proper noun	tr	country in North Africa	mya	အီဂျစ်	sc=Mymr
eng	Egypt	Proper noun	tr	country in North Africa	nan	埃及	tr=Ai-ki̍p
eng	Egypt	Proper noun	tr	country in North Africa	nap	Naggitto	m
eng	Egypt	Proper noun	tr	country in North Africa	nav	Ííjip
eng	Egypt	Proper noun	tr	country in North Africa	nld	Egypte
eng	Egypt	Proper noun	tr	country in North Africa	nno	Egypt
eng	Egypt	Proper noun	tr	country in North Africa	nob	Egypt
eng	Egypt	Proper noun	tr	country in North Africa	non	Egiptaland	n
eng	Egypt	Proper noun	tr	country in North Africa	nrf	Êgypte	f
eng	Egypt	Proper noun	tr	country in North Africa	oci	Egipte	m
eng	Egypt	Proper noun	tr	country in North Africa	ori	ଇଜିପ୍ଟ
eng	Egypt	Proper noun	tr	country in North Africa	ori	ମିଶର
eng	Egypt	Proper noun	tr	country in North Africa	ori	ମିଶର୍
eng	Egypt	Proper noun	tr	country in North Africa	ori	ମିଶ୍ର
eng	Egypt	Proper noun	tr	country in North Africa	oss	Египет	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	oss	Мысыр	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	pal		tr=agīptôs
eng	Egypt	Proper noun	tr	country in North Africa	pal		tr=mudrāy
eng	Egypt	Proper noun	tr	country in North Africa	pam	Eyiptu
eng	Egypt	Proper noun	tr	country in North Africa	pan	مِصر
eng	Egypt	Proper noun	tr	country in North Africa	pan	ਮਿਸਰ
eng	Egypt	Proper noun	tr	country in North Africa	pdt	Äjipten	n
eng	Egypt	Proper noun	tr	country in North Africa	peo	𐎸𐎭𐎼𐎠𐎹	tr=mudrāya	sc=Xpeo
eng	Egypt	Proper noun	tr	country in North Africa	pnb	مصر
eng	Egypt	Proper noun	tr	country in North Africa	pol	Egipt	m-in
eng	Egypt	Proper noun	tr	country in North Africa	por	Egipto	m
eng	Egypt	Proper noun	tr	country in North Africa	por	Egito	m
eng	Egypt	Proper noun	tr	country in North Africa	pus	مصر	m	tr=mesr
eng	Egypt	Proper noun	tr	country in North Africa	pwn	Idjiputu
eng	Egypt	Proper noun	tr	country in North Africa	que	Ihiptu
eng	Egypt	Proper noun	tr	country in North Africa	rcf	Ézip	f
eng	Egypt	Proper noun	tr	country in North Africa	roh	Egipta	f
eng	Egypt	Proper noun	tr	country in North Africa	ron	Egipt	n
eng	Egypt	Proper noun	tr	country in North Africa	rue	Еґі́пет	m
eng	Egypt	Proper noun	tr	country in North Africa	rus	Еги́пет	m-in
eng	Egypt	Proper noun	tr	country in North Africa	sah	Эгиипэт
eng	Egypt	Proper noun	tr	country in North Africa	san	ईजिप्तदेश
eng	Egypt	Proper noun	tr	country in North Africa	san	मिसर	m	n
eng	Egypt	Proper noun	tr	country in North Africa	scn	Eggittu	m
eng	Egypt	Proper noun	tr	country in North Africa	sco	Egyp
eng	Egypt	Proper noun	tr	country in North Africa	sin	ඊජිප්තුව	sc=Sinh
eng	Egypt	Proper noun	tr	country in North Africa	sin	මිසරය	sc=Sinh
eng	Egypt	Proper noun	tr	country in North Africa	slk	Egypt	m
eng	Egypt	Proper noun	tr	country in North Africa	slv	Egípt	m
eng	Egypt	Proper noun	tr	country in North Africa	som	Masar
eng	Egypt	Proper noun	tr	country in North Africa	spa	Egipto	m
eng	Egypt	Proper noun	tr	country in North Africa	sqi	Egjipt	m
eng	Egypt	Proper noun	tr	country in North Africa	sqi	Misr	m
eng	Egypt	Proper noun	tr	country in North Africa	sun	Mesir
eng	Egypt	Proper noun	tr	country in North Africa	swa	Misri
eng	Egypt	Proper noun	tr	country in North Africa	swe	Egypten	n
eng	Egypt	Proper noun	tr	country in North Africa	tam	எகிப்து	sc=Taml
eng	Egypt	Proper noun	tr	country in North Africa	tat	Мисыр	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	tel	ఈజిప్టు
eng	Egypt	Proper noun	tr	country in North Africa	tgk	Миср	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	tgl	Ehipto
eng	Egypt	Proper noun	tr	country in North Africa	tha	อียิปต์
eng	Egypt	Proper noun	tr	country in North Africa	tha	ไอยคุปต์
eng	Egypt	Proper noun	tr	country in North Africa	tir	ግብጺ
eng	Egypt	Proper noun	tr	country in North Africa	tsg	Misil
eng	Egypt	Proper noun	tr	country in North Africa	tuk	Müsür
eng	Egypt	Proper noun	tr	country in North Africa	tur	Mısır
eng	Egypt	Proper noun	tr	country in North Africa	uga	𐎎𐎕𐎗𐎎
eng	Egypt	Proper noun	tr	country in North Africa	uig	مىسىر	sc=ug-Arab
eng	Egypt	Proper noun	tr	country in North Africa	ukr	Єги́пет	m	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	ukr	Єґи́пет	m	sc=Cyrl
eng	Egypt	Proper noun	tr	country in North Africa	urd	مصر	m	tr=misr
eng	Egypt	Proper noun	tr	country in North Africa	uzb	Misr
eng	Egypt	Proper noun	tr	country in North Africa	vie	Ai Cập
eng	Egypt	Proper noun	tr	country in North Africa	vie	埃及
eng	Egypt	Proper noun	tr	country in North Africa	vol	Lägüptän
eng	Egypt	Proper noun	tr	country in North Africa	vro	Egüptüs
eng	Egypt	Proper noun	tr	country in North Africa	wuu	埃及	tr=e jiq
eng	Egypt	Proper noun	tr	country in North Africa	xag	𐔴𐔲𐔼𐕢𐕜𐕒𐕚
eng	Egypt	Proper noun	tr	country in North Africa	yid	מצרים	tr=mitsrayem
eng	Egypt	Proper noun	tr	country in North Africa	yid	עגיפּטן
eng	Egypt	Proper noun	tr	country in North Africa	yka	Misil
eng	Egypt	Proper noun	tr	country in North Africa	yor	Égípítì
eng	Egypt	Proper noun	tr	country in North Africa	yue	埃及	tr=oi1 kap6	sc=Hani
eng	Egypt	Proper noun	tr	country in North Africa	zha	Aehciz
