	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	fjeld	Noun	tr	Rocky, barren plateau	dan	fjeld
eng	fjeld	Noun	tr	Rocky, barren plateau	fra	fjeld	m
eng	fjeld	Noun	tr	Rocky, barren plateau	nor	høyfjell	n
eng	fjord horse	Noun	tr	fjord horse	dan	fjordhest	c
eng	fjord horse	Noun	tr	fjord horse	dan	nordbagge	c
eng	fjord horse	Noun	tr	fjord horse	nno	fjordhest	m
eng	fjord horse	Noun	tr	fjord horse	nno	fjording	m
eng	fjord horse	Noun	tr	fjord horse	nno	vestlandshest	m
eng	fjord horse	Noun	tr	fjord horse	nob	fjordhest	m
eng	fjord horse	Noun	tr	fjord horse	nob	fjording	m
eng	fjord horse	Noun	tr	fjord horse	nob	vestlandshest	m
eng	fjordlike	Adjective	tr	resembling fjord	fin	vuonomainen
eng	fjord	Noun	tr	long, narrow, deep inlet	cat	fiord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	ces	fjord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	cmn	峡湾	tr=xiáwān
eng	fjord	Noun	tr	long, narrow, deep inlet	cmn	峽灣
eng	fjord	Noun	tr	long, narrow, deep inlet	cym	ffiord
eng	fjord	Noun	tr	long, narrow, deep inlet	dan	fjord	c
eng	fjord	Noun	tr	long, narrow, deep inlet	deu	Fjord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	epo	fjordo
eng	fjord	Noun	tr	long, narrow, deep inlet	fao	fjørður	m
eng	fjord	Noun	tr	long, narrow, deep inlet	fin	vuono
eng	fjord	Noun	tr	long, narrow, deep inlet	fra	fiord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	fra	fjord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	gle	caolsáile
eng	fjord	Noun	tr	long, narrow, deep inlet	glg	fiorde	m
eng	fjord	Noun	tr	long, narrow, deep inlet	glv	keyllys sailley
eng	fjord	Noun	tr	long, narrow, deep inlet	heb	פְיוֹרְד	m	tr=fyord
eng	fjord	Noun	tr	long, narrow, deep inlet	hun	fjord
eng	fjord	Noun	tr	long, narrow, deep inlet	ido	fyordo
eng	fjord	Noun	tr	long, narrow, deep inlet	isl	fjörður	m
eng	fjord	Noun	tr	long, narrow, deep inlet	ita	fiordo	m
eng	fjord	Noun	tr	long, narrow, deep inlet	jpn	フィヨルド	tr=fiyorudo
eng	fjord	Noun	tr	long, narrow, deep inlet	kal	kangerluk
eng	fjord	Noun	tr	long, narrow, deep inlet	kat	ფიორდი
eng	fjord	Noun	tr	long, narrow, deep inlet	kor	협만
eng	fjord	Noun	tr	long, narrow, deep inlet	kor	피오르
eng	fjord	Noun	tr	long, narrow, deep inlet	mkd	фјорд	m
eng	fjord	Noun	tr	long, narrow, deep inlet	mri	tai matapari
eng	fjord	Noun	tr	long, narrow, deep inlet	msa	fiord
eng	fjord	Noun	tr	long, narrow, deep inlet	nno	fjord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	nob	fjord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	non	fjǫrðr	m
eng	fjord	Noun	tr	long, narrow, deep inlet	pol	fiord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	por	fiorde	m
eng	fjord	Noun	tr	long, narrow, deep inlet	ron	fiord	n
eng	fjord	Noun	tr	long, narrow, deep inlet	rus	фьорд	m
eng	fjord	Noun	tr	long, narrow, deep inlet	slk	fjord	m
eng	fjord	Noun	tr	long, narrow, deep inlet	sme	vuotna
eng	fjord	Noun	tr	long, narrow, deep inlet	spa	fiordo	m
eng	fjord	Noun	tr	long, narrow, deep inlet	swe	fjord	c
eng	fjord	Noun	tr	long, narrow, deep inlet	tgl	piyordo
eng	fjord	Noun	tr	long, narrow, deep inlet	tha	ฟยอร์ด
eng	fjord	Noun	tr	long, narrow, deep inlet	tur	fiyort
