	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Gia Lai	Proper noun	tr	province of Vietnam	vie	Gia Lai
eng	giant	Adjective	tr	giant	por	gigantesco
eng	giant	Adjective	tr	giant	rap	nui nui
eng	giant	Adjective	tr	giant	ron	uriaș
eng	giant	Adjective	tr	giant	rus	гига́нтский
eng	giant	Adjective	tr	giant	rus	огро́мный
eng	giant	Adjective	tr	giant	slv	gromozanski
eng	giant	Adjective	tr	giant	slv	ogromen
eng	giant	Adjective	tr	giant	slv	orjaški
eng	giant	Adjective	tr	giant	slv	velikanski
eng	giant	Adjective	tr	giant	spa	gigantesco
eng	giant	Adjective	tr	giant	swe	enorm
eng	giant	Adjective	tr	giant	swe	jättelik
eng	giant	Adjective	tr	giant	swe	jättestor
eng	giant	Adjective	tr	giant	tgl	dambuhala
eng	giant	Adjective	tr	giant	tgl	higante
eng	giant	Adjective	tr	giant	tgl	tandayag
eng	giant	Adjective	tr	giant	vol	gianagretik
eng	giant anteater	Noun	tr	species	chr	ᏙᏒᏓᎵ ᏗᎦᏰᏍᎩ ᎤᏔᎾ	sc=Cher
eng	giant anteater	Noun	tr	species	dan	stor myresluger	c
eng	giant anteater	Noun	tr	species	deu	Großer Ameisenbär	m
eng	giant anteater	Noun	tr	species	ell	γιγαντιαίος μυρμηγκοφάγος	m
eng	giant anteater	Noun	tr	species	fin	isomuurahaiskarhu
eng	giant anteater	Noun	tr	species	fra	fourmilier géant	m
eng	giant anteater	Noun	tr	species	fra	tamanoir
eng	giant anteater	Noun	tr	species	nav	wóláchííʼ yildeełítsoh
eng	giant anteater	Noun	tr	species	por	tamanduá-bandeira	m
eng	giant anteater	Noun	tr	species	ron	furnicar gigant	m
eng	giant anteater	Noun	tr	species	rus	гига́нтский муравье́д	m
eng	giant anteater	Noun	tr	species	spa	oso hormiguero gigante	m
eng	giant anteater	Noun	tr	species	swa	mhanga mkubwa
eng	giant anteater	Noun	tr	species	wol	njaxat bu rëy
eng	giant armadillo	Noun	tr	species	fin	isovyötiäinen
eng	giant armadillo	Noun	tr	species	rus	гига́нтский бронено́сец	m
eng	giant barnacle	Noun	tr	crustacean	spa	picoroco	m
eng	giant burrowing cockroach	Noun	tr	''Macropanesthia rhinoceros''	deu	Australische Großschabe	f
eng	giant burrowing cockroach	Noun	tr	''Macropanesthia rhinoceros''	jpn	鎧土竜蜚蠊	tr=ヨロイモグラゴキブリ, yoroimoguragokiburi	sc=Jpan
eng	giant clam	Noun	tr	bivalve	fin	jättiläissimpukka
eng	giant clam	Noun	tr	bivalve	fin	Tridacna gigas
eng	giant clam	Noun	tr	bivalve	jpn	オオシャコガイ	tr=ō-shakogai
eng	giant clam	Noun	tr	bivalve	mya	ကျားလက်သည်း
eng	giant clam	Noun	tr	bivalve	spa	almeja gigante	f
eng	giant clam	Noun	tr	bivalve	spa	taclobo gigante	m
eng	giant clam	Noun	tr	bivalve	tgl	taklobo
eng	giantess	Noun	tr	female giant	fra	géante	f
eng	giantess	Noun	tr	female giant	gle	banfhathach	m
eng	giantess	Noun	tr	female giant	glv	caillagh foawragh	f
eng	giantess	Noun	tr	female giant	ita	gigantessa	f
eng	giantess	Noun	tr	female giant	kat	გოლიათი ქალი
eng	giantess	Noun	tr	female giant	lav	milze	f
eng	giantess	Noun	tr	female giant	non	gýgr	f
eng	giantess	Noun	tr	female giant	non	íviðja	f
eng	giantess	Noun	tr	female giant	pol	gigantka	f
eng	giantess	Noun	tr	female giant	pol	olbrzymka	f
eng	giantess	Noun	tr	female giant	por	giganta	f
eng	giantess	Noun	tr	female giant	ron	gigantă	f
eng	giantess	Noun	tr	female giant	ron	uriașă	f
eng	giantess	Noun	tr	female giant	ron	zmeoaică	f
eng	giantess	Noun	tr	female giant	ron	zmeoaie	f
eng	giantess	Noun	tr	female giant	swe	jättinna	c
eng	giant fennel	Noun	tr	''Ferula communis''	ara	كلخ	tr=kalḵ
eng	giant fennel	Noun	tr	''Ferula communis''	ara	كَلْخ كَبِير	m
eng	giant fennel	Noun	tr	''Ferula communis''	ces	ločidlo obecné	n
eng	giant fennel	Noun	tr	''Ferula communis''	deu	Riesenfenchel	m
eng	giant fennel	Noun	tr	''Ferula communis''	deu	Steckenkraut	n
eng	giant fennel	Noun	tr	''Ferula communis''	fin	välimerenkeltaputki
eng	giant fennel	Noun	tr	''Ferula communis''	fra	férule commune	f
eng	giant fennel	Noun	tr	''Ferula communis''	fra	férule	f
eng	giant fennel	Noun	tr	''Ferula communis''	fra	grande férule	f
eng	giant fennel	Noun	tr	''Ferula communis''	glg	canafrecha	f
eng	giant fennel	Noun	tr	''Ferula communis''	grc	νάρθηξ	m
eng	giant fennel	Noun	tr	''Ferula communis''	hbs	devèsilj	m
eng	giant fennel	Noun	tr	''Ferula communis''	hbs	fȉjerla	f
eng	giant fennel	Noun	tr	''Ferula communis''	hbs	nevèsilj	m
eng	giant fennel	Noun	tr	''Ferula communis''	hun	husáng
eng	giant fennel	Noun	tr	''Ferula communis''	rus	фе́рула обыкнове́нная
eng	giant fennel	Noun	tr	''Ferula communis''	spa	cañaheja	f
eng	giant fennel	Noun	tr	''Ferula communis''	swe	jättestinkfloka	c
eng	giant fennel	Noun	tr	''Ferula communis''	syc	ܩܠܚܠܚܐ	m	tr=qlaḥlāḥā
eng	giant forest genet	Noun	tr	Genetta victoriae	deu	Riesenginsterkatze	f
eng	giant forest hog	Noun	tr	large pig	fin	jättiläismetsäkarju
eng	giant forest hog	Noun	tr	large pig	jpn	モリイノシシ	tr=moriinoshishi
eng	giant forest hog	Noun	tr	large pig	kik	numĩra	c9	c10
eng	giant forest hog	Noun	tr	large pig	nav	tsintah bisóoditsoh
eng	giant forest hog	Noun	tr	large pig	spa	hilóquero	m
eng	giant house spider	Noun	tr		fin	varastohämähäkki
eng	giant house spider	Noun	tr		fra	tégénaire géante	f
eng	giant kettle	Noun	tr	pothole	fin	hiidenkirnu
eng	giant-killing	Noun	tr	defeat of a team by a much weaker opponent	jpn	番狂わせ	tr=bankuruwase
eng	giant-killing	Noun	tr	defeat of a team by a much weaker opponent	jpn	金星	tr=kinboshi
eng	Giant Mountains	Proper noun	tr	the particular mountain range	ces	Krkonoše
eng	Giant Mountains	Proper noun	tr	the particular mountain range	deu	Riesengebirge
eng	Giant Mountains	Proper noun	tr	the particular mountain range	pol	Karkonosze
eng	giantness	Noun	tr	the state of being giant	lav	gigantiskums	m
eng	giantness	Noun	tr	the state of being giant	lav	milzīgums	m
eng	giantness	Noun	tr	the state of being giant	por	enormidade	f
eng	giantness	Noun	tr	the state of being giant	por	imensidade	f
eng	giant	Noun	tr	Greek mythological creature	afr	reus
eng	giant	Noun	tr	Greek mythological creature	aze	nəhəng
eng	giant	Noun	tr	Greek mythological creature	bul	тита́н
eng	giant	Noun	tr	Greek mythological creature	cat	gegant	m
eng	giant	Noun	tr	Greek mythological creature	ces	gigant	m
eng	giant	Noun	tr	Greek mythological creature	deu	Gigant	m
eng	giant	Noun	tr	Greek mythological creature	est	gigant
eng	giant	Noun	tr	Greek mythological creature	fin	gigantti
eng	giant	Noun	tr	Greek mythological creature	glg	xigante	m
eng	giant	Noun	tr	Greek mythological creature	grc	γίγας	m
eng	giant	Noun	tr	Greek mythological creature	ita	gigante	m	f
eng	giant	Noun	tr	Greek mythological creature	kat	გიგანტი
eng	giant	Noun	tr	Greek mythological creature	lav	gigants	m
eng	giant	Noun	tr	Greek mythological creature	pol	gigant
eng	giant	Noun	tr	Greek mythological creature	por	gigante	m
eng	giant	Noun	tr	Greek mythological creature	rus	гига́нт	m
eng	giant	Noun	tr	Greek mythological creature	slk	gigant	m
eng	giant	Noun	tr	Greek mythological creature	sot	seqhobane
eng	giant	Noun	tr	Greek mythological creature	spa	gigante	m
eng	giant	Noun	tr	Greek mythological creature	tgl	higante
eng	giant	Noun	tr	Greek mythological creature	tur	dev
eng	giant	Noun	tr	Greek mythological creature	tur	gigant
eng	giant	Noun	tr	luminous star	bul	гига́нт	m
eng	giant	Noun	tr	luminous star	cat	gegant
eng	giant	Noun	tr	luminous star	ces	obr	m
eng	giant	Noun	tr	luminous star	deu	Riese	m
eng	giant	Noun	tr	luminous star	fin	jättiläinen
eng	giant	Noun	tr	luminous star	fin	jättiläistähti
eng	giant	Noun	tr	luminous star	gle	fathach	m
eng	giant	Noun	tr	luminous star	ita	gigante	f
eng	giant	Noun	tr	luminous star	kat	გიგანტი
eng	giant	Noun	tr	luminous star	lav	milzis	m
eng	giant	Noun	tr	luminous star	pol	olbrzym	m
eng	giant	Noun	tr	luminous star	por	gigante	f
eng	giant	Noun	tr	luminous star	rus	гига́нт	m
eng	giant	Noun	tr	luminous star	spa	gigante	m
eng	giant	Noun	tr	mythical human	afr	reus
eng	giant	Noun	tr	mythical human	ang	ent	m
eng	giant	Noun	tr	mythical human	ara	عِمْلَاق	m
eng	giant	Noun	tr	mythical human	aze	nəhəng
eng	giant	Noun	tr	mythical human	aze	pəhləvan
eng	giant	Noun	tr	mythical human	bel	веліка́н	m
eng	giant	Noun	tr	mythical human	bel	во́лат	m
eng	giant	Noun	tr	mythical human	bel	гіга́нт	m
eng	giant	Noun	tr	mythical human	ben	দৈত্য
eng	giant	Noun	tr	mythical human	bul	велика́н	m
eng	giant	Noun	tr	mythical human	bul	гига́нт	m
eng	giant	Noun	tr	mythical human	cat	gegant	m
eng	giant	Noun	tr	mythical human	ces	obr	m
eng	giant	Noun	tr	mythical human	chr	ᏧᎵᎦᎳ
eng	giant	Noun	tr	mythical human	chr	ᏧᎵᎧᎷ
eng	giant	Noun	tr	mythical human	cmn	巨人	tr=jùrén	sc=Hani
eng	giant	Noun	tr	mythical human	cop	ⲁⲫⲱⲫ	m
eng	giant	Noun	tr	mythical human	cym	cawr	m
eng	giant	Noun	tr	mythical human	dan	kæmpe	c
eng	giant	Noun	tr	mythical human	deu	Gigantin	f
eng	giant	Noun	tr	mythical human	deu	Gigant	m
eng	giant	Noun	tr	mythical human	deu	Riese	m
eng	giant	Noun	tr	mythical human	deu	Riesin	f
eng	giant	Noun	tr	mythical human	ell	γίγαντας	m
eng	giant	Noun	tr	mythical human	epo	giganto
eng	giant	Noun	tr	mythical human	est	hiiglane
eng	giant	Noun	tr	mythical human	fao	risi	m
eng	giant	Noun	tr	mythical human	fas	غول	tr=ğul
eng	giant	Noun	tr	mythical human	fin	jätti
eng	giant	Noun	tr	mythical human	fin	jättiläinen
eng	giant	Noun	tr	mythical human	fra	géant	m
eng	giant	Noun	tr	mythical human	fro	gaiant	m
eng	giant	Noun	tr	mythical human	fro	jaiant	m
eng	giant	Noun	tr	mythical human	frr	Riis	m
eng	giant	Noun	tr	mythical human	gla	famhair	m
eng	giant	Noun	tr	mythical human	gle	arracht	m
eng	giant	Noun	tr	mythical human	gle	fathach	m
eng	giant	Noun	tr	mythical human	glg	xigante	m	f
eng	giant	Noun	tr	mythical human	glv	foawr	m
eng	giant	Noun	tr	mythical human	grc	γίγας	m
eng	giant	Noun	tr	mythical human	hbs	div	m
eng	giant	Noun	tr	mythical human	hbs	gorostas	m
eng	giant	Noun	tr	mythical human	hbs	orijaš
eng	giant	Noun	tr	mythical human	hbs	горостас	m	sc=Cyrl
eng	giant	Noun	tr	mythical human	hbs	див	m	sc=Cyrl
eng	giant	Noun	tr	mythical human	hbs	оријаш	sc=Cyrl
eng	giant	Noun	tr	mythical human	heb	נָפִיל	m	tr=nafíl
eng	giant	Noun	tr	mythical human	heb	עֲנָק	m	tr=anák
eng	giant	Noun	tr	mythical human	hin	दानव	m
eng	giant	Noun	tr	mythical human	hin	देव	m
eng	giant	Noun	tr	mythical human	hin	दैत्य	m
eng	giant	Noun	tr	mythical human	hun	óriás
eng	giant	Noun	tr	mythical human	hye	աժդահա
eng	giant	Noun	tr	mythical human	hye	հսկա
eng	giant	Noun	tr	mythical human	ido	giganto
eng	giant	Noun	tr	mythical human	ind	gergasi
eng	giant	Noun	tr	mythical human	ind	raksasa
eng	giant	Noun	tr	mythical human	ita	colosso	m
eng	giant	Noun	tr	mythical human	ita	gigante	m
eng	giant	Noun	tr	mythical human	jpn	巨人	tr=きょじん, kyojin	sc=Jpan
eng	giant	Noun	tr	mythical human	kat	ბუმბერაზი
eng	giant	Noun	tr	mythical human	kat	გოლიათი
eng	giant	Noun	tr	mythical human	kat	დევი
eng	giant	Noun	tr	mythical human	kaz	алып	sc=Cyrl
eng	giant	Noun	tr	mythical human	kea	jiganti
eng	giant	Noun	tr	mythical human	khm	កុម្ពណ្ឌ
eng	giant	Noun	tr	mythical human	khm	យក្ស
eng	giant	Noun	tr	mythical human	kir	алп
eng	giant	Noun	tr	mythical human	kir	дөө
eng	giant	Noun	tr	mythical human	kor	거인
eng	giant	Noun	tr	mythical human	lao	ຍັກ
eng	giant	Noun	tr	mythical human	lat	gigas	m
eng	giant	Noun	tr	mythical human	lav	gigants	m
eng	giant	Noun	tr	mythical human	lav	milze	f
eng	giant	Noun	tr	mythical human	lav	milzis	m
eng	giant	Noun	tr	mythical human	lit	milžinas	m
eng	giant	Noun	tr	mythical human	luy	okundu
eng	giant	Noun	tr	mythical human	mkd	гигант	m
eng	giant	Noun	tr	mythical human	mkd	џин	m	sc=Cyrl
eng	giant	Noun	tr	mythical human	msa	gergasi
eng	giant	Noun	tr	mythical human	nld	reus	m
eng	giant	Noun	tr	mythical human	nor	kjempe	m	f
eng	giant	Noun	tr	mythical human	pdt	Ries	m
eng	giant	Noun	tr	mythical human	pis	jaean
eng	giant	Noun	tr	mythical human	pol	gigant	m
eng	giant	Noun	tr	mythical human	pol	olbrzym	m
eng	giant	Noun	tr	mythical human	por	gigante	m
eng	giant	Noun	tr	mythical human	ron	gigant
eng	giant	Noun	tr	mythical human	ron	uriaș
eng	giant	Noun	tr	mythical human	rus	ве́лет	m
eng	giant	Noun	tr	mythical human	rus	велика́н	m
eng	giant	Noun	tr	mythical human	rus	во́лот	m
eng	giant	Noun	tr	mythical human	rus	гига́нт	m
eng	giant	Noun	tr	mythical human	rus	исполи́н	m
eng	giant	Noun	tr	mythical human	rus	тита́н	m
eng	giant	Noun	tr	mythical human	sga	aithech	m
eng	giant	Noun	tr	mythical human	slk	obor	m
eng	giant	Noun	tr	mythical human	slv	orjak	m
eng	giant	Noun	tr	mythical human	slv	velikan	m
eng	giant	Noun	tr	mythical human	sot	seqhobane
eng	giant	Noun	tr	mythical human	spa	gigante	m
eng	giant	Noun	tr	mythical human	sqi	katallaj	m
eng	giant	Noun	tr	mythical human	swa	jitu
eng	giant	Noun	tr	mythical human	swe	jätte	c
eng	giant	Noun	tr	mythical human	tgk	ғул
eng	giant	Noun	tr	mythical human	tgk	девпайкар
eng	giant	Noun	tr	mythical human	tgl	higante
eng	giant	Noun	tr	mythical human	tha	ยักษ์
eng	giant	Noun	tr	mythical human	tur	dev
eng	giant	Noun	tr	mythical human	twf	t’òyłóna
eng	giant	Noun	tr	mythical human	ukr	ве́лет	m
eng	giant	Noun	tr	mythical human	ukr	ве́летень	m
eng	giant	Noun	tr	mythical human	ukr	гіга́нт	m
eng	giant	Noun	tr	mythical human	urd	دیو	m	tr=dev
eng	giant	Noun	tr	mythical human	uzb	gigant
eng	giant	Noun	tr	mythical human	uzb	pahlavon
eng	giant	Noun	tr	mythical human	vol	gianan
eng	giant	Noun	tr	mythical human	vol	higianan
eng	giant	Noun	tr	mythical human	vol	jigianan
eng	giant	Noun	tr	mythical human	xcl	հսկայ
eng	giant	Noun	tr	mythical human	xcl	սկայ
eng	giant	Noun	tr	mythical human	zdj	djindru	c5	c6
eng	giant	Noun	tr	very tall person	afr	reus
eng	giant	Noun	tr	very tall person	bul	велика́н	m
eng	giant	Noun	tr	very tall person	bul	ко́лос	m
eng	giant	Noun	tr	very tall person	cat	gegant	m
eng	giant	Noun	tr	very tall person	ces	obr	m
eng	giant	Noun	tr	very tall person	deu	Hüne	m
eng	giant	Noun	tr	very tall person	deu	Hünin	f
eng	giant	Noun	tr	very tall person	deu	Riese	m
eng	giant	Noun	tr	very tall person	deu	Riesin	f
eng	giant	Noun	tr	very tall person	epo	altulo
eng	giant	Noun	tr	very tall person	fao	risi	m
eng	giant	Noun	tr	very tall person	fin	jättiläinen
eng	giant	Noun	tr	very tall person	fra	géant
eng	giant	Noun	tr	very tall person	glg	cachimán	m
eng	giant	Noun	tr	very tall person	glg	xigante	m
eng	giant	Noun	tr	very tall person	hbs	div
eng	giant	Noun	tr	very tall person	hbs	gorostas
eng	giant	Noun	tr	very tall person	hbs	горостас	sc=Cyrl
eng	giant	Noun	tr	very tall person	hbs	див	sc=Cyrl
eng	giant	Noun	tr	very tall person	heb	עֲנָק	m	tr=anák
eng	giant	Noun	tr	very tall person	hye	հսկա
eng	giant	Noun	tr	very tall person	ind	raksasa
eng	giant	Noun	tr	very tall person	ita	colosso	m
eng	giant	Noun	tr	very tall person	jpn	巨人	tr=きょじん, kyojin	sc=Jpan
eng	giant	Noun	tr	very tall person	kat	აყლაყუდა
eng	giant	Noun	tr	very tall person	kat	გიგანტი
eng	giant	Noun	tr	very tall person	kea	jiganti
eng	giant	Noun	tr	very tall person	lav	gigants	m
eng	giant	Noun	tr	very tall person	lav	milze	f
eng	giant	Noun	tr	very tall person	lav	milzene	f
eng	giant	Noun	tr	very tall person	lav	milzenis	m
eng	giant	Noun	tr	very tall person	lav	milzis	m
eng	giant	Noun	tr	very tall person	luy	kukundu
eng	giant	Noun	tr	very tall person	mri	hītawe
eng	giant	Noun	tr	very tall person	nld	reus	m
eng	giant	Noun	tr	very tall person	nld	reuzin	f
eng	giant	Noun	tr	very tall person	pol	olbrzym
eng	giant	Noun	tr	very tall person	pol	wielkolud
eng	giant	Noun	tr	very tall person	por	gigante	m
eng	giant	Noun	tr	very tall person	rus	велика́н	m
eng	giant	Noun	tr	very tall person	rus	верзи́ла	m
eng	giant	Noun	tr	very tall person	slv	orjak	m
eng	giant	Noun	tr	very tall person	slv	velikan	m
eng	giant	Noun	tr	very tall person	spa	gigante	m
eng	giant	Noun	tr	very tall person	swa	njemba
eng	giant	Noun	tr	very tall person	swe	jätte	c
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	deu	Riesenotter
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	ell	γιγαντιαία ενυδρίδα	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	fin	jättiläissaukko
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	fra	loutre géante	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	hun	óriásvidra
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	hye	հսկա ջրասամույր
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	isl	risaotur	m
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	ita	lontra gigante	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	jpn	オオカワウソ	tr=ōkawauso
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	kgp	grér
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	kmv	gholut
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	lit	brazilinė ūdra	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	nld	reuzenotter	m
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	pol	arirania amazońska	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	por	ariranha	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	por	lontra-gigante	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	por	onça-d'água	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	rus	брази́льская вы́дра	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	rus	гига́нтская вы́дра	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	sae	waylinun
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	spa	nutria gigante	f
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	swe	jätteutter	c
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	ukr	видра гігантська	f	sc=Cyrl
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	ycn	iñewi
eng	giant otter	Noun	tr	''Pteronura brasiliensis''	ycn	jiñewi
eng	giant panda	Noun	tr	mammal	arg	panda chigant	m
eng	giant panda	Noun	tr	mammal	arg	panda	m
eng	giant panda	Noun	tr	mammal	asm	ডাঙৰ পাণ্ডা
eng	giant panda	Noun	tr	mammal	asm	পাণ্ডা ভালুক
eng	giant panda	Noun	tr	mammal	asm	বৰ পাণ্ডা
eng	giant panda	Noun	tr	mammal	bod	དོམ་ཁྲ
eng	giant panda	Noun	tr	mammal	ces	panda velká	f
eng	giant panda	Noun	tr	mammal	cmn	大熊猫	tr=dàxióngmāo	sc=Hani
eng	giant panda	Noun	tr	mammal	cmn	大熊貓	sc=Hani
eng	giant panda	Noun	tr	mammal	cmn	大猫熊	tr=dàmāoxióng	sc=Hani
eng	giant panda	Noun	tr	mammal	cmn	大貓熊	sc=Hani
eng	giant panda	Noun	tr	mammal	cmn	熊猫	tr=xióngmāo	sc=Hani
eng	giant panda	Noun	tr	mammal	cmn	熊貓	sc=Hani
eng	giant panda	Noun	tr	mammal	cmn	猫熊	tr=māoxióng	sc=Hani
eng	giant panda	Noun	tr	mammal	cmn	貓熊	sc=Hani
eng	giant panda	Noun	tr	mammal	dan	panda	m
eng	giant panda	Noun	tr	mammal	deu	Panda
eng	giant panda	Noun	tr	mammal	epo	granda pando
eng	giant panda	Noun	tr	mammal	fin	isopanda
eng	giant panda	Noun	tr	mammal	fin	jättiläispanda
eng	giant panda	Noun	tr	mammal	fin	panda
eng	giant panda	Noun	tr	mammal	fin	pandakarhu
eng	giant panda	Noun	tr	mammal	fra	ours panda	m
eng	giant panda	Noun	tr	mammal	fra	panda géant	m
eng	giant panda	Noun	tr	mammal	gle	ollphanda	m
eng	giant panda	Noun	tr	mammal	hbs	panda	f
eng	giant panda	Noun	tr	mammal	hun	óriáspanda
eng	giant panda	Noun	tr	mammal	iii	ꊉꏲ
eng	giant panda	Noun	tr	mammal	isl	pandabirna	f
eng	giant panda	Noun	tr	mammal	isl	pandabjörn	m
eng	giant panda	Noun	tr	mammal	isl	panda	f
eng	giant panda	Noun	tr	mammal	ita	panda gigante	m
eng	giant panda	Noun	tr	mammal	jpn	ジャイアントパンダ	tr=jaiantopanda
eng	giant panda	Noun	tr	mammal	jpn	大熊猫	tr=ōkumaneko	sc=Jpan
eng	giant panda	Noun	tr	mammal	kor	판다
eng	giant panda	Noun	tr	mammal	nav	shash łizhin dóó łigaígíí
eng	giant panda	Noun	tr	mammal	nld	pandabeer	m
eng	giant panda	Noun	tr	mammal	nld	panda	m
eng	giant panda	Noun	tr	mammal	nor	panda	m
eng	giant panda	Noun	tr	mammal	pol	panda wielka	f
eng	giant panda	Noun	tr	mammal	por	panda-gigante	m
eng	giant panda	Noun	tr	mammal	por	panda	m
eng	giant panda	Noun	tr	mammal	rus	па́нда	f
eng	giant panda	Noun	tr	mammal	spa	panda	m
eng	giant panda	Noun	tr	mammal	swe	panda	c
eng	giant panda	Noun	tr	mammal	tha	หมีแพนด้า	tr=mi-pan-da
eng	giant panda	Noun	tr	mammal	vie	gấu trúc lớn
eng	giant panda	Noun	tr	mammal	yue	大熊猫	tr=daai6 hung4 maau1	sc=Hani
eng	giant panda	Noun	tr	mammal	yue	大熊貓	sc=Hani
eng	giant panda	Noun	tr	mammal	yue	熊猫	tr=hung4 maau1	sc=Hani
eng	giant panda	Noun	tr	mammal	yue	熊貓	sc=Hani
eng	giant pangolin	Noun	tr	species	fin	jättiläismuurahaiskäpy
eng	giant planet	Noun	tr		gle	ollphláinéad	m
eng	giant planet	Noun	tr		hun	óriásbolygó
eng	giant rhubarb	Noun	tr	plant	arn	pange
eng	giant rhubarb	Noun	tr	plant	spa	nalca	f
eng	giant rhubarb	Noun	tr	plant	spa	pangue	m
eng	giant rhubarb	Noun	tr	plant	swe	röd jättegunnera	c
eng	giant roundworm	Noun	tr	''Ascaris lumbricoides''	ara	إِسْكَارِس	f
eng	giant roundworm	Noun	tr	''Ascaris lumbricoides''	cmn	蛔虫	tr=huíchóng
eng	giant roundworm	Noun	tr	''Ascaris lumbricoides''	cmn	蛔蟲
eng	giant roundworm	Noun	tr	''Ascaris lumbricoides''	fin	suolinkainen
eng	giant roundworm	Noun	tr	''Ascaris lumbricoides''	glg	lombriga	f
eng	giant roundworm	Noun	tr	''Ascaris lumbricoides''	por	lombriga	f
eng	giant salamander	Noun	tr	amphibian	cmn	大鯢
