	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	20th	Adjective	tr		fra	20ème
eng	20th	Adjective	tr		gla	20mh
eng	20th	Adjective	tr		gle	20ú
eng	20th	Adjective	tr		ina	20e
eng	20th	Adjective	tr		ita	20º
eng	20th	Adjective	tr		nor	20.
eng	20th	Adjective	tr		pol	20.
eng	20th	Adjective	tr		por	20º
eng	20th	Adjective	tr		rus	20-це
eng	20th	Adjective	tr		spa	20.ª	f
eng	20th	Adjective	tr		spa	20.º	m
eng	20th	Adjective	tr		swe	20:e
eng	20th	Adjective	tr		tur	20.
eng	20th	Adjective	tr		tur	20'üncü
eng	200 metres	Noun	tr	sprint race over 200 metres	fin	200 metrin juoksu
eng	200 metres	Noun	tr	sprint race over 200 metres	fra	200 mètres
eng	200 metres	Noun	tr	sprint race over 200 metres	hun	200 méter
