	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Oz	Noun	tr	a fictional place	cmn	奥兹	tr=Àozī	sc=Hani
eng	Oz	Noun	tr	a fictional place	cmn	奧茲	sc=Hani
eng	Oz	Noun	tr	a fictional place	jpn	オズ	tr=Ozu	sc=Jpan
eng	Oz	Noun	tr	a fictional place	rus	Оз	f
eng	Ozurgeti	Proper noun	tr	city in Georgia	hye	Օզուրգեթ
eng	Ozurgeti	Proper noun	tr	city in Georgia	kat	ოზურგეთი
eng	Ozurgeti	Proper noun	tr	city in Georgia	rus	Озурге́ти
