	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Mx	Noun	tr	gender-neutral general honorific title	epo	gesinjoro
eng	Mx	Noun	tr	gender-neutral general honorific title	epo	s-ano
eng	Mx	Noun	tr	gender-neutral general honorific title	ido	sioro
eng	Mx	Noun	tr	gender-neutral general honorific title	jpn	さん	tr=san	sc=Jpan
eng	Mx	Noun	tr	gender-neutral general honorific title	jpn	様	tr=さま, sama	sc=Jpan
eng	Mx	Noun	tr	gender-neutral general honorific title	jpn	氏	tr=し, shi	sc=Jpan
